Repo URL,Satd Comment Id,File Path Of First Occurence,File Path Of Last Occurence,renamed,Keyword,SATD Comment,context,bloc of first occurrence,bloc type of first occurrence,bloc of last occurrence,bloc type of last occurrence,SATD Comment Line Of First Occurence,SATD Comment Line Of Last Occurence,first Commit Hash,last Commit Hash,Link To The File Of First Occurence,Link To The File Of Last Occurence/When Adressed,Introduction Time,Last Occurence (even solved or not),number of commits,adressed ?
https://github.com/awslabs/data-on-eks,35,ai-ml/trainium-inferentia/addons.tf,ai-ml/trainium-inferentia/addons.tf,0,implement,#   # Commented for visibility to implement this feature in the future,"#---------------------------------------------------------------
# Create a Launch Template Userdata for Trainium, and use it in Karpenter, deprecated
# This commented section of the pattern is commented due to lack of support in utilizing LaunchTemplates in newer Karpenter versions.
# See full change list https://github.com/aws/karpenter-provider-aws/blob/d1d1371ae2e1552b8fdded7d343bf24ea18bee31/designs/v1beta1-full-changelist.md#remove-speclaunchtemplate
#---------------------------------------------------------------
# data ""cloudinit_config"" ""trn1_lt"" {
#   base64_encode = true
#   gzip          = false
#   boundary      = ""//""

#   # Prepend to existing user data supplied by AWS EKS
#   part {
#     content_type = ""text/x-shellscript""
#     content      = <<-EOT
#       cat <<-EOF > /etc/profile.d/bootstrap.sh
#       #!/bin/sh

#       # Configure NVMe volumes in RAID0 configuration
#       # https://github.com/awslabs/amazon-eks-ami/blob/056e31f8c7477e893424abce468cb32bbcd1f079/files/bootstrap.sh#L35C121-L35C126
#       # Mount will be: /mnt/k8s-disks
#       export LOCAL_DISKS='raid0'

#       # Install Neuron monitoring tools
#       yum install aws-neuronx-tools-2.* -y
#       export PATH=/opt/aws/neuron/bin:$PATH

#       # EFA Setup for Trainium and Inferentia
#       export FI_EFA_USE_DEVICE_RDMA=1
#       export FI_PROVIDER=efa
#       export FI_EFA_FORK_SAFE=1

#       curl -O https://efa-installer.amazonaws.com/aws-efa-installer-latest.tar.gz
#       tar -xf aws-efa-installer-latest.tar.gz && cd aws-efa-installer
#       ./efa_installer.sh -y -g
#       /opt/amazon/efa/bin/fi_info -p efa
#       EOF

#       # Source extra environment variables in bootstrap script
#       sed -i '/^set -o errexit/a\\nsource /etc/profile.d/bootstrap.sh' /etc/eks/bootstrap.sh

#       # Bootstrap the node
#       B64_CLUSTER_CA=${module.eks.cluster_certificate_authority_data}
#       API_SERVER_URL=${module.eks.cluster_endpoint}
#       /etc/eks/bootstrap.sh ${local.name} --kubelet-extra-args ""--node-labels=eks.amazonaws.com/nodegroup-image=${data.aws_ami.eks_gpu.id}"" --b64-cluster-ca $B64_CLUSTER_CA --apiserver-endpoint $API_SERVER_URL

#     EOT
#   }
# }

#---------------------------------------------------------------
# This Terraform code defines a data block to fetch the most recent Amazon Machine Image (AMI)
# for an Amazon Elastic Kubernetes Service (EKS) cluster with GPU support.
#---------------------------------------------------------------
# data ""aws_ami"" ""eks_gpu"" {
#   owners      = [""amazon""]
#   most_recent = true

#   filter {
#     name   = ""name""
#     values = [""amazon-eks-gpu-node-${var.eks_cluster_version}-*""]
#   }
# }


# locals {
#   karpenter_trn1_32xl_lt_name = format(""%s-trn132xl-lt"", local.name)
# }

#---------------------------------------------------------------
# AWS Launch Template Configuration for Karpenter Trn1.32xlarge Instances
#---------------------------------------------------------------
# resource ""aws_launch_template"" ""trn1_lt"" {
#   name        = local.karpenter_trn1_32xl_lt_name
#   description = ""Karpenter Trn1.32xlarge Launch Template""

#   user_data = data.cloudinit_config.trn1_lt.rendered

#   ebs_optimized = true

#   image_id = data.aws_ami.eks_gpu.id

#   iam_instance_profile {
#     name = module.eks_blueprints_addons.karpenter.node_instance_profile_name
#   }

#   # Commented for visibility to implement this feature in the future
#   #  placement {
#   #   tenancy = ""default""
#   #   availability_zone = ""${local.region}d""
#   #   group_name        = local.karpenter_trn1_32xl_lt_name
#   # }

#   metadata_options {
#     http_endpoint               = ""enabled""
#     http_tokens                 = ""required""
#     http_put_response_hop_limit = 2
#   }

#   block_device_mappings {
#     device_name = ""/dev/xvda""
#     ebs {
#       volume_size           = 100
#       delete_on_termination = true
#       volume_type           = ""gp3""
#     }
#   }

#   monitoring {
#     enabled = true
#   }

#   tag_specifications {
#     resource_type = ""instance""

#     tags = merge(local.tags, {
#       ""karpenter.sh/discovery"" = local.name
#     })
#   }

#   # First network interface with device_index=0 and network_card_index=0
#   network_interfaces {
#     device_index                = 0
#     network_card_index          = 0
#     associate_public_ip_address = false
#     interface_type              = ""efa""
#     delete_on_termination       = true
#     security_groups             = [module.eks.node_security_group_id]
#     description                 = ""Karpenter EFA config for Trainium""
#   }

#   # Additional network interfaces with device_index=1 and network_card_index ranging from 1 to 7
#   dynamic ""network_interfaces"" {
#     for_each = range(1, 8) # Create 7 additional network interfaces
#     content {
#       device_index                = 1
#       network_card_index          = network_interfaces.value
#       associate_public_ip_address = false
#       interface_type              = ""efa""
#       delete_on_termination       = true
#       security_groups             = [module.eks.node_security_group_id]
#       description                 = ""Karpenter EFA config for Trainium""
#     }
#   }
# }

# #---------------------------------------
# # Karpenter Provisioners
# #---------------------------------------
# data ""kubectl_path_documents"" ""karpenter_provisioners"" {
#   pattern = ""${path.module}/karpenter-provisioners/karpenter-*.yaml""
#   vars = {
#     azs                  = local.region
#     eks_cluster_id       = local.name
#     launch_template_name = local.karpenter_trn1_32xl_lt_name
#   }
# }

# resource ""kubectl_manifest"" ""karpenter_provisioner"" {
#   for_each  = toset(data.kubectl_path_documents.karpenter_provisioners.documents)
#   yaml_body = each.value

#   depends_on = [module.eks_blueprints_addons]
# }",,,the block associated got renamed or deleted,,603,,e0abaadee27a73dc6ce0e4b5200fb1210e211809,c9f4435ebbbd1ed7801360e9c8e255f57c657b27,https://github.com/awslabs/data-on-eks/blob/e0abaadee27a73dc6ce0e4b5200fb1210e211809/ai-ml/trainium-inferentia/addons.tf#L603,https://github.com/awslabs/data-on-eks/blob/c9f4435ebbbd1ed7801360e9c8e255f57c657b27/ai-ml/trainium-inferentia/addons.tf,2024-01-31 16:45:26-08:00,2024-02-07 10:45:42-08:00,3,1
https://github.com/alphagov/govuk-aws,62,terraform/projects/govuk-security-groups/api-redis.tf,terraform/projects/infra-security-groups/api-redis.tf,1,# todo,# TODO: uncomment this once the search hosts exist,"# TODO: uncomment this once the search hosts exist 
 #resource ""aws_security_group_rule"" ""allow_search_in"" { 
 #  type      = ""ingress"" 
 #  from_port = 6379 
 #  to_port   = 6379 
 #  protocol  = ""tcp"" 
 # 
 #  # Which security group is the rule assigned to 
 #  security_group_id = ""${aws_security_group.api-redis.id}"" 
 # 
 #  # Which security group can use this rule 
 #  source_security_group_id = ""${aws_security_group.logs-elasticsearch.id}"" 
 #}  ",,,the block associated got renamed or deleted,,24,,d180c6b718512ed74ae0158e6bbf47561e1f2bc5,0dc97450485c3b6613d80d266773aaecd184d0f8,https://github.com/alphagov/govuk-aws/blob/d180c6b718512ed74ae0158e6bbf47561e1f2bc5/terraform/projects/govuk-security-groups/api-redis.tf#L24,https://github.com/alphagov/govuk-aws/blob/0dc97450485c3b6613d80d266773aaecd184d0f8/terraform/projects/infra-security-groups/api-redis.tf,2017-07-14 10:26:59+01:00,2017-08-16 11:57:57+01:00,3,1
https://github.com/kubernetes/k8s.io,323,infra/gcp/terraform/k8s-infra-porche-prod/network.tf,infra/gcp/terraform/k8s-infra-porche-prod/network.tf,0,#todo,"/*module ""lb-http"" {   source  = ""GoogleCloudPlatform/lb-http/google//modules/serverless_negs""   version = ""~> 7.0.0""    project = google_project.project.project_id   name    = var.project_id    # ...   backends = {     default = {       description = null       groups = [         for neg in google_compute_region_network_endpoint_group.default :         {           group = neg.id         }       ]       enable_cdn              = false       security_policy         = null       custom_request_headers  = null       custom_response_headers = null       compression_mode = null       protocol = null       port_name = null        iap_config = {         enable               = false         oauth2_client_id     = """"         oauth2_client_secret = """"       }        log_config = {         enable      = true         sample_rate = ""1.0""       }     }   }   create_address      = false   create_ipv6_address = false   enable_ipv6         = true   https_redirect      = true   #TODO(ameukam): current the TF resource google_compute_global_address don't have   #the value of IP in his attribute. But it's accessible with the data source:   #https://registry.terraform.io/providers/hashicorp/google/latest/docs/data-sources/compute_global_address   address      = data.google_compute_global_address.default_ipv4.address   ipv6_address = data.google_compute_global_address.default_ipv6.address   ssl                       = true   use_ssl_certificates      = true   #ssl_certificates = [   #  google_certificate_manager_certificate.artifacts-k8s-io.id,   #]   certificate_map = google_certificate_manager_certificate_map.artifacts-k8s-io.id }*/","/* 
  
 module ""lb-http"" { 
 source  = ""GoogleCloudPlatform/lb-http/google//modules/serverless_negs"" 
 version = ""~> 7.0.0"" 
  
 project = google_project.project.project_id 
 name    = var.project_id 
  
 # ... 
 backends = { 
 default = { 
 description = null 
 groups = [ 
 for neg in google_compute_region_network_endpoint_group.default : 
 { 
 group = neg.id 
 } 
 ] 
 enable_cdn              = false 
 security_policy         = null 
 custom_request_headers  = null 
 custom_response_headers = null 
 compression_mode = null 
 protocol = null 
 port_name = null 
  
 iap_config = { 
 enable               = false 
 oauth2_client_id     = """" 
 oauth2_client_secret = """" 
 } 
  
 log_config = { 
 enable      = true 
 sample_rate = ""1.0"" 
 } 
 } 
 } 
 create_address      = false 
 create_ipv6_address = false 
 enable_ipv6         = true 
 https_redirect      = true 
 #TODO(ameukam): current the TF resource google_compute_global_address don't have 
 #the value of IP in his attribute. But it's accessible with the data source: 
 #https://registry.terraform.io/providers/hashicorp/google/latest/docs/data-sources/compute_global_address 
 address      = data.google_compute_global_address.default_ipv4.address 
 ipv6_address = data.google_compute_global_address.default_ipv6.address 
 ssl                       = true 
 use_ssl_certificates      = true 
 #ssl_certificates = [ 
 #  google_certificate_manager_certificate.artifacts-k8s-io.id, 
 #] 
 certificate_map = google_certificate_manager_certificate_map.artifacts-k8s-io.id 
 } 
  
 */",,,,,142,142.0,7a8fe03afcd2c725f25bfffacba8499c783f86a5,7a8fe03afcd2c725f25bfffacba8499c783f86a5,https://github.com/kubernetes/k8s.io/blob/7a8fe03afcd2c725f25bfffacba8499c783f86a5/infra/gcp/terraform/k8s-infra-porche-prod/network.tf#L142,https://github.com/kubernetes/k8s.io/blob/7a8fe03afcd2c725f25bfffacba8499c783f86a5/infra/gcp/terraform/k8s-infra-porche-prod/network.tf#L142,2023-02-15 22:51:38-05:00,2023-02-15 22:51:38-05:00,1,0
https://github.com/Azure/az-hop,8,tf/sig.tf,tf/sig.tf,0,todo,# TODO : create a loop with all the image definitions defined in the config.yml file,"# TODO : create a loop with all the image definitions defined in the config.yml file 
 # resource ""azurerm_shared_image"" ""example"" { 
 #   name                = ""my-image"" 
 #   gallery_name        = azurerm_shared_image_gallery.sig.name 
 #   resource_group_name = azurerm_resource_group.sig.name 
 #   location            = azurerm_resource_group.sig.location 
 #   os_type             = ""Linux""  
 #   identifier { 
 #     publisher = ""PublisherName"" 
 #     offer     = ""OfferName"" 
 #     sku       = ""ExampleSku"" 
 #   } 
 # } ",,,the block associated got renamed or deleted,,8,,ddda68c0323e5bbd9ca566b27d2c23bc02497a24,4ec8abdb100d7c55e345f93bfebdf048dc4b55e8,https://github.com/Azure/az-hop/blob/ddda68c0323e5bbd9ca566b27d2c23bc02497a24/tf/sig.tf#L8,https://github.com/Azure/az-hop/blob/4ec8abdb100d7c55e345f93bfebdf048dc4b55e8/tf/sig.tf,2021-02-17 11:25:33+00:00,2023-05-04 12:32:12+02:00,3,1
https://github.com/GoogleCloudPlatform/cloud-foundation-fabric,1695,modules/compute-vm/tags.tf,modules/compute-vm/tags.tf,0,# todo,# TODO: re-implement once,"/** 
 * Copyright 2022 Google LLC 
 * 
 * Licensed under the Apache License, Version 2.0 (the ""License""); 
 * you may not use this file except in compliance with the License. 
 * You may obtain a copy of the License at 
 * 
 *      http://www.apache.org/licenses/LICENSE-2.0 
 * 
 * Unless required by applicable law or agreed to in writing, software 
 * distributed under the License is distributed on an ""AS IS"" BASIS, 
 * WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied. 
 * See the License for the specific language governing permissions and 
 * limitations under the License. 
 */  
 # tfdoc:file:description Tag bindings.  
 # TODO: re-implement once 
 # - the provider accepts a project id in the parent without a permadiff 
 # - the disk resource exposes an id that can be used to build the parent  
 # locals { 
 #   tag_parent_base = ( 
 #     ""//compute.googleapis.com/projects/${var.project_id}/zones/${var.zone}"" 
 #   ) 
 # }  
 # resource ""google_tags_location_tag_binding"" ""instance"" { 
 #   for_each = var.create_template ? {} : coalesce(var.tag_bindings, {}) 
 #   parent = ( 
 #     ""${local.tag_parent_base}/instances/${google_compute_instance.default.0.instance_id}"" 
 #   ) 
 #   tag_value = each.value 
 #   location  = var.zone 
 # } ",,,the block associated got renamed or deleted,,19,,02ccc576f5d9d286d6ae22bf47245c0cfdb5ed6d,42fa742528b1161c778a9f71a6d470407acb73f0,https://github.com/GoogleCloudPlatform/cloud-foundation-fabric/blob/02ccc576f5d9d286d6ae22bf47245c0cfdb5ed6d/modules/compute-vm/tags.tf#L19,https://github.com/GoogleCloudPlatform/cloud-foundation-fabric/blob/42fa742528b1161c778a9f71a6d470407acb73f0/modules/compute-vm/tags.tf,2023-10-18 09:24:00+00:00,2023-12-01 11:27:37+00:00,2,1
https://github.com/google/go-cloud,6,samples/guestbook/gcp/main.tf,samples/guestbook/gcp/main.tf,0,# todo,# TODO(light): Add storage-api.googleapis.com resource.,# TODO(light): Add storage-api.googleapis.com resource.,,,the block associated got renamed or deleted,,147,,2f807406236dfb6b662001bea3c3dabe0dc79b1c,6375ec1a4cf75d40b1ce34aac207d3a14831307e,https://github.com/google/go-cloud/blob/2f807406236dfb6b662001bea3c3dabe0dc79b1c/samples/guestbook/gcp/main.tf#L147,https://github.com/google/go-cloud/blob/6375ec1a4cf75d40b1ce34aac207d3a14831307e/samples/guestbook/gcp/main.tf,2018-06-14 14:45:08-07:00,2018-06-21 16:54:06-06:00,3,1
https://github.com/nasa/cumulus,38,example/cumulus-tf/main.tf,example/cumulus-tf/main.tf,0,todo,# TODO Add this permission to example,"# TODO Add this aws_sns_topic_subscription 
 # Subscribes to module.archive.aws_sns_topic.sftracker 
 # - Endpoint: 
 #     Fn::GetAtt: 
 #       - SnsS3TestLambdaFunction 
 #       - Arn 
 #   Protocol: lambda  
 # TODO Add this permission to example 
 # Related to module.archive.aws_sns_topic.sftracker 
 # sftracker2ndlambdaSubscriptionPermission: 
 #   Type: AWS::Lambda::Permission 
 #   Properties: 
 #     FunctionName: 
 #       Fn::GetAtt: 
 #         - SnsS3TestLambdaFunction 
 #         - Arn 
 #     Action: lambda:InvokeFunction 
 #     Principal: sns.amazonaws.com 
 #     SourceArn: 
 #       Ref: sftrackerSns ",,,the block associated got renamed or deleted,,77,,59283cd10c3891258816b76160848a494ffc35b7,965387f0c8733a7fc3ba8746173ff4f25bfd328c,https://github.com/nasa/cumulus/blob/59283cd10c3891258816b76160848a494ffc35b7/example/cumulus-tf/main.tf#L77,https://github.com/nasa/cumulus/blob/965387f0c8733a7fc3ba8746173ff4f25bfd328c/example/cumulus-tf/main.tf,2019-08-16 13:47:55-04:00,2019-09-06 10:48:26-04:00,4,1
https://github.com/SUSE/ha-sap-terraform-deployments,999,libvirt/outputs.tf,libvirt/outputs.tf,0,implemented,# no bastion implemented,"# no ssh key used to connect 
 #output ""ssh_private_key"" { 
 #  value = var.private_key 
 #} 
 # 
 #output ""ssh_public_key"" { 
 #  value = var.public_key 
 #}  
 # no bastion implemented 
 #output ""ssh_bastion_private_key"" { 
 #  value = var.bastion_private_key == """" ? var.private_key : var.bastion_private_key 
 #} 
 # 
 #output ""ssh_bastion_public_key"" { 
 #  value = var.bastion_public_key == """" ? var.public_key : var.bastion_public_key 
 #} ",,,,,110,106.0,28d6b66daf9df11926e800dd0fd8052d9514718a,2e76a8ab5092c3302513c4dbfc4a2f59e5bd383d,https://github.com/SUSE/ha-sap-terraform-deployments/blob/28d6b66daf9df11926e800dd0fd8052d9514718a/libvirt/outputs.tf#L110,https://github.com/SUSE/ha-sap-terraform-deployments/blob/2e76a8ab5092c3302513c4dbfc4a2f59e5bd383d/libvirt/outputs.tf#L106,2022-08-19 11:57:15+02:00,2022-08-19 11:57:18+02:00,2,0
https://github.com/google/go-cloud,3,samples/guestbook/gcp/main.tf,samples/guestbook/gcp/main.tf,0,# todo,# TODO(light): Add cloudtrace.googleapis.com resource.,"# Stackdriver Tracing  
 # TODO(light): Add cloudtrace.googleapis.com resource. ",,,the block associated got renamed or deleted,,39,,2f807406236dfb6b662001bea3c3dabe0dc79b1c,6375ec1a4cf75d40b1ce34aac207d3a14831307e,https://github.com/google/go-cloud/blob/2f807406236dfb6b662001bea3c3dabe0dc79b1c/samples/guestbook/gcp/main.tf#L39,https://github.com/google/go-cloud/blob/6375ec1a4cf75d40b1ce34aac207d3a14831307e/samples/guestbook/gcp/main.tf,2018-06-14 14:45:08-07:00,2018-06-21 16:54:06-06:00,3,1
https://github.com/CDCgov/prime-simplereport,14,ops/services/nat_gateway/main.tf,ops/services/nat_gateway/main.tf,0,# todo,# TODO: uncomment everything below once Experian adjusts their IP allowlist as part of #2855,"# TODO: uncomment everything below once Experian adjusts their IP allowlist as part of #2855  
 # resource ""azurerm_subnet_nat_gateway_association"" ""outbound_webapp"" { 
 #   subnet_id      = var.subnet_webapp_id 
 #   nat_gateway_id = azurerm_nat_gateway.outbound.id 
 # }  
 # resource ""azurerm_subnet_nat_gateway_association"" ""outbound_lb"" { 
 #   subnet_id      = var.subnet_lb_id 
 #   nat_gateway_id = azurerm_nat_gateway.outbound.id 
 # }  
 # resource ""azurerm_subnet_nat_gateway_association"" ""outbound_vm"" { 
 #   subnet_id      = var.subnet_vm_id 
 #   nat_gateway_id = azurerm_nat_gateway.outbound.id 
 # } ",,,the block associated got renamed or deleted,,33,,8acbdb772db8e50766e295798fb2dc77063800d5,6931e29f88104069febc6471de9fab3da4514c66,https://github.com/CDCgov/prime-simplereport/blob/8acbdb772db8e50766e295798fb2dc77063800d5/ops/services/nat_gateway/main.tf#L33,https://github.com/CDCgov/prime-simplereport/blob/6931e29f88104069febc6471de9fab3da4514c66/ops/services/nat_gateway/main.tf,2021-11-02 15:15:19-04:00,2022-01-11 17:51:15-05:00,2,1
https://github.com/terraform-aws-modules/terraform-aws-eks,72,main.tf,main.tf,0,fix,"/** # terraform-aws-eks  * A terraform module to create a managed Kubernetes cluster on AWS EKS. Available * through the [Terraform registry](https://registry.terraform.io/modules/terraform-aws-modules/eks/aws). * Inspired by and adapted from [this doc](https://www.terraform.io/docs/providers/aws/guides/eks-getting-started.html) * and its [source code](https://github.com/terraform-providers/terraform-provider-aws/tree/master/examples/eks-getting-started). * Read the [AWS docs on EKS to get connected to the k8s dashboard](https://docs.aws.amazon.com/eks/latest/userguide/dashboard-tutorial.html).  * | Branch | Build status                                                                                                                                                      | * | ------ | ----------------------------------------------------------------------------------------------------------------------------------------------------------------- | * | master | [![build Status](https://travis-ci.org/terraform-aws-modules/terraform-aws-eks.svg?branch=master)](https://travis-ci.org/terraform-aws-modules/terraform-aws-eks) |  * ## Assumptions  ** You want to create an EKS cluster and an autoscaling group of workers for the cluster. ** You want these resources to exist within security groups that allow communication and coordination. These can be user provided or created within the module. ** You've created a Virtual Private Cloud (VPC) and subnets where you intend to put the EKS resources. ** If `manage_aws_auth = true`, it's required that both [`kubectl`](https://kubernetes.io/docs/tasks/tools/install-kubectl/#install-kubectl) (>=1.10) and [`aws-iam-authenticator`](https://github.com/kubernetes-sigs/aws-iam-authenticator#4-set-up-kubectl-to-use-authentication-tokens-provided-by-aws-iam-authenticator-for-kubernetes) are installed and on your shell's PATH.  * ## Usage example  * A full example leveraging other community modules is contained in the [examples/eks_test_fixture directory](https://github.com/terraform-aws-modules/terraform-aws-eks/tree/master/examples/eks_test_fixture). Here's the gist of using it via the Terraform registry:  * ```hcl * module ""eks"" { *   source                = ""terraform-aws-modules/eks/aws"" *   cluster_name          = ""test-eks-cluster"" *   subnets               = [""subnet-abcde012"", ""subnet-bcde012a""] *   tags                  = {Environment = ""test""} *   vpc_id                = ""vpc-abcde012"" * } * ```  * ## Other Documentation * * - [Autoscaling](docs/autoscaling.md): How to enabled worker node autoscaling.  * ## Release schedule  * Generally the maintainers will try to release the module once every 2 weeks to * keep up with PR additions. If particularly pressing changes are added or maintainers * come up with the spare time (hah!), release may happen more often on occasion.  * ## Testing  * This module has been packaged with [awspec](https://github.com/k1LoW/awspec) tests through [kitchen](https://kitchen.ci/) and [kitchen-terraform](https://newcontext-oss.github.io/kitchen-terraform/). To run them:  * 1. Install [rvm](https://rvm.io/rvm/install) and the ruby version specified in the [Gemfile](https://github.com/terraform-aws-modules/terraform-aws-eks/tree/master/Gemfile). * 2. Install bundler and the gems from our Gemfile: * *     ```bash *     gem install bundler && bundle install *     ``` * * 3. Ensure your AWS environment is configured (i.e. credentials and region) for test. * 4. Test using `bundle exec kitchen test` from the root of the repo.  * For now, connectivity to the kubernetes cluster is not tested but will be in the * future. Once the test fixture has converged, you can query the test cluster from * that terminal session with * ```bash * kubectl get nodes --watch --kubeconfig kubeconfig * ``` * (using default settings `config_output_path = ""./""` & `write_kubeconfig = true`)  * ## Doc generation  * Documentation should be modified within `main.tf` and generated using [terraform-docs](https://github.com/segmentio/terraform-docs). * * Install it with `go get github.com/segmentio/terraform-docs` or `brew install terraform-docs` and then use it to generate the `README.md` file: * * ``` * terraform-docs --with-aggregate-type-defaults md ./ | sed -e '$ d' -e 'N;/^\n$/D;P;D' > README.md * ```  * ## Contributing  * Report issues/questions/feature requests on in the [issues](https://github.com/terraform-aws-modules/terraform-aws-eks/issues/new) section.  * Full contributing [guidelines are covered here](https://github.com/terraform-aws-modules/terraform-aws-eks/blob/master/CONTRIBUTING.md).  * ## IAM Permissions  * Testing and using this repo requires a minimum set of IAM permissions. Test permissions * are listed in the [eks_test_fixture README](https://github.com/terraform-aws-modules/terraform-aws-eks/tree/master/examples/eks_test_fixture/README.md).  * ## Change log  * The [changelog](https://github.com/terraform-aws-modules/terraform-aws-eks/tree/master/CHANGELOG.md) captures all important release notes.  * ## Authors  * Created and maintained by [Brandon O'Connor](https://github.com/brandoconnor) - brandon@atscale.run. * Many thanks to [the contributors listed here](https://github.com/terraform-aws-modules/terraform-aws-eks/graphs/contributors)!  * ## License  * MIT Licensed. See [LICENSE](https://github.com/terraform-aws-modules/terraform-aws-eks/tree/master/LICENSE) for full details.*/","/** 
 # terraform-aws-eks 
  
 * A terraform module to create a managed Kubernetes cluster on AWS EKS. Available 
 * through the [Terraform registry](https://registry.terraform.io/modules/terraform-aws-modules/eks/aws). 
 * Inspired by and adapted from [this doc](https://www.terraform.io/docs/providers/aws/guides/eks-getting-started.html) 
 * and its [source code](https://github.com/terraform-providers/terraform-provider-aws/tree/master/examples/eks-getting-started). 
 * Read the [AWS docs on EKS to get connected to the k8s dashboard](https://docs.aws.amazon.com/eks/latest/userguide/dashboard-tutorial.html). 
  
 * | Branch | Build status                                                                                                                                                      | 
 * | ------ | ----------------------------------------------------------------------------------------------------------------------------------------------------------------- | 
 * | master | [![build Status](https://travis-ci.org/terraform-aws-modules/terraform-aws-eks.svg?branch=master)](https://travis-ci.org/terraform-aws-modules/terraform-aws-eks) | 
  
 * ## Assumptions 
  
 ** You want to create an EKS cluster and an autoscaling group of workers for the cluster. 
 ** You want these resources to exist within security groups that allow communication and coordination. These can be user provided or created within the module. 
 ** You've created a Virtual Private Cloud (VPC) and subnets where you intend to put the EKS resources. 
 ** If `manage_aws_auth = true`, it's required that both [`kubectl`](https://kubernetes.io/docs/tasks/tools/install-kubectl/#install-kubectl) (>=1.10) and [`aws-iam-authenticator`](https://github.com/kubernetes-sigs/aws-iam-authenticator#4-set-up-kubectl-to-use-authentication-tokens-provided-by-aws-iam-authenticator-for-kubernetes) are installed and on your shell's PATH. 
  
 * ## Usage example 
  
 * A full example leveraging other community modules is contained in the [examples/eks_test_fixture directory](https://github.com/terraform-aws-modules/terraform-aws-eks/tree/master/examples/eks_test_fixture). Here's the gist of using it via the Terraform registry: 
  
 * ```hcl 
 * module ""eks"" { 
 *   source                = ""terraform-aws-modules/eks/aws"" 
 *   cluster_name          = ""test-eks-cluster"" 
 *   subnets               = [""subnet-abcde012"", ""subnet-bcde012a""] 
 *   tags                  = {Environment = ""test""} 
 *   vpc_id                = ""vpc-abcde012"" 
 * } 
 * ``` 
  
 * ## Other Documentation 
 * 
 * - [Autoscaling](docs/autoscaling.md): How to enabled worker node autoscaling. 
  
 * ## Release schedule 
  
 * Generally the maintainers will try to release the module once every 2 weeks to 
 * keep up with PR additions. If particularly pressing changes are added or maintainers 
 * come up with the spare time (hah!), release may happen more often on occasion. 
  
 * ## Testing 
  
 * This module has been packaged with [awspec](https://github.com/k1LoW/awspec) tests through [kitchen](https://kitchen.ci/) and [kitchen-terraform](https://newcontext-oss.github.io/kitchen-terraform/). To run them: 
  
 * 1. Install [rvm](https://rvm.io/rvm/install) and the ruby version specified in the [Gemfile](https://github.com/terraform-aws-modules/terraform-aws-eks/tree/master/Gemfile). 
 * 2. Install bundler and the gems from our Gemfile: 
 * 
 *     ```bash 
 *     gem install bundler && bundle install 
 *     ``` 
 * 
 * 3. Ensure your AWS environment is configured (i.e. credentials and region) for test. 
 * 4. Test using `bundle exec kitchen test` from the root of the repo. 
  
 * For now, connectivity to the kubernetes cluster is not tested but will be in the 
 * future. Once the test fixture has converged, you can query the test cluster from 
 * that terminal session with 
 * ```bash 
 * kubectl get nodes --watch --kubeconfig kubeconfig 
 * ``` 
 * (using default settings `config_output_path = ""./""` & `write_kubeconfig = true`) 
  
 * ## Doc generation 
  
 * Documentation should be modified within `main.tf` and generated using [terraform-docs](https://github.com/segmentio/terraform-docs). 
 * 
 * Install it with `go get github.com/segmentio/terraform-docs` or `brew install terraform-docs` and then use it to generate the `README.md` file: 
 * 
 * ``` 
 * terraform-docs --with-aggregate-type-defaults md ./ | sed -e '$ d' -e 'N;/^\n$/D;P;D' > README.md 
 * ``` 
  
 * ## Contributing 
  
 * Report issues/questions/feature requests on in the [issues](https://github.com/terraform-aws-modules/terraform-aws-eks/issues/new) section. 
  
 * Full contributing [guidelines are covered here](https://github.com/terraform-aws-modules/terraform-aws-eks/blob/master/CONTRIBUTING.md). 
  
 * ## IAM Permissions 
  
 * Testing and using this repo requires a minimum set of IAM permissions. Test permissions 
 * are listed in the [eks_test_fixture README](https://github.com/terraform-aws-modules/terraform-aws-eks/tree/master/examples/eks_test_fixture/README.md). 
  
 * ## Change log 
  
 * The [changelog](https://github.com/terraform-aws-modules/terraform-aws-eks/tree/master/CHANGELOG.md) captures all important release notes. 
  
 * ## Authors 
  
 * Created and maintained by [Brandon O'Connor](https://github.com/brandoconnor) - brandon@atscale.run. 
 * Many thanks to [the contributors listed here](https://github.com/terraform-aws-modules/terraform-aws-eks/graphs/contributors)! 
  
 * ## License 
  
 * MIT Licensed. See [LICENSE](https://github.com/terraform-aws-modules/terraform-aws-eks/tree/master/LICENSE) for full details. 
 */  ",,,,,1,0.0,dfec7b100349d6a2aa9ec16cb47ebb4f5ce9bd3d,23a96e874318614f185797191586e4327f4782e3,https://github.com/terraform-aws-modules/terraform-aws-eks/blob/dfec7b100349d6a2aa9ec16cb47ebb4f5ce9bd3d/main.tf#L1,https://github.com/terraform-aws-modules/terraform-aws-eks/blob/23a96e874318614f185797191586e4327f4782e3/main.tf#L0,2018-12-14 10:02:13+01:00,2018-12-17 09:52:18+01:00,2,2
