Repo URL,Satd Comment Id,File Path Of First Occurence,File Path Of Last Occurence,renamed,Keyword,SATD Comment,context,bloc of first occurrence,bloc type of first occurrence,bloc of last occurrence,bloc type of last occurrence,SATD Comment Line Of First Occurence,SATD Comment Line Of Last Occurence,first Commit Hash,last Commit Hash,Link To The File Of First Occurence,Link To The File Of Last Occurence/When Adressed,Introduction Time,Last Occurence (even solved or not),number of commits,adressed ?
https://github.com/aws-observability/terraform-aws-observability-accelerator,50,workloads/infra/rules.tf,modules/workloads/infra/rules.tf,1,crap,#           description: Node Exporter text file collector failed to scrape.,,,,the block associated got renamed or deleted,,628,,de50a0dfb5dd8a18a6b206ead81a49679b85a857,60ab8b13bf236ceb04960b343b36383241d813db,https://github.com/aws-observability/terraform-aws-observability-accelerator/blob/de50a0dfb5dd8a18a6b206ead81a49679b85a857/workloads/infra/rules.tf#L628,https://github.com/aws-observability/terraform-aws-observability-accelerator/blob/60ab8b13bf236ceb04960b343b36383241d813db/modules/workloads/infra/rules.tf,2022-08-26 17:30:03+02:00,2022-08-26 17:30:03+02:00,2,1
https://github.com/awslabs/data-on-eks,33,ai-ml/trainium-inferentia/addons.tf,ai-ml/trainium-inferentia/addons.tf,0,implement,# Commented for visibility to implement this feature in the future,"  # Commented for visibility to implement this feature in the future
  #  placement {
  #   tenancy = ""default""
  #   availability_zone = ""${local.region}d""
  #   group_name        = local.karpenter_trn1_32xl_lt_name
  # }","resource ""aws_launch_template"" ""trn1_lt"" {
  name        = local.karpenter_trn1_32xl_lt_name
  description = ""Karpenter Trn1.32xlarge Launch Template""

  user_data = data.cloudinit_config.trn1_lt.rendered

  ebs_optimized = true

  image_id = data.aws_ami.eks_gpu.id

  iam_instance_profile {
    name = module.eks_blueprints_addons.karpenter.node_instance_profile_name
  }

  # Commented for visibility to implement this feature in the future
  #  placement {
  #   tenancy = ""default""
  #   availability_zone = ""${local.region}d""
  #   group_name        = local.karpenter_trn1_32xl_lt_name
  # }

  metadata_options {
    http_endpoint               = ""enabled""
    http_tokens                 = ""required""
    http_put_response_hop_limit = 2
  }

  block_device_mappings {
    device_name = ""/dev/xvda""
    ebs {
      volume_size           = 100
      delete_on_termination = true
      volume_type           = ""gp3""
    }
  }

  monitoring {
    enabled = true
  }

  tag_specifications {
    resource_type = ""instance""

    tags = merge(local.tags, {
      ""karpenter.sh/discovery"" = local.name
    })
  }

  # First network interface with device_index=0 and network_card_index=0
  network_interfaces {
    device_index                = 0
    network_card_index          = 0
    associate_public_ip_address = false
    interface_type              = ""efa""
    delete_on_termination       = true
    security_groups             = [module.eks.node_security_group_id]
    description                 = ""Karpenter EFA config for Trainium""
  }

  # Additional network interfaces with device_index=1 and network_card_index ranging from 1 to 7
  dynamic ""network_interfaces"" {
    for_each = range(1, 8) # Create 7 additional network interfaces
    content {
      device_index                = 1
      network_card_index          = network_interfaces.value
      associate_public_ip_address = false
      interface_type              = ""efa""
      delete_on_termination       = true
      security_groups             = [module.eks.node_security_group_id]
      description                 = ""Karpenter EFA config for Trainium""
    }
  }
}
",resource,the block associated got renamed or deleted,,443,,352456833a6bee906dd49d28ad050c8f048c767b,e0abaadee27a73dc6ce0e4b5200fb1210e211809,https://github.com/awslabs/data-on-eks/blob/352456833a6bee906dd49d28ad050c8f048c767b/ai-ml/trainium-inferentia/addons.tf#L443,https://github.com/awslabs/data-on-eks/blob/e0abaadee27a73dc6ce0e4b5200fb1210e211809/ai-ml/trainium-inferentia/addons.tf,2023-12-08 15:47:41-05:00,2024-01-31 16:45:26-08:00,2,1
https://github.com/GoogleCloudPlatform/terraform-google-secure-cicd,100,modules/secure-cd/main.tf,modules/secure-cd/main.tf,0,# todo,"# TODO: we can't be sure that they will be using the default GCE SA, so how do we automate this permissioning?","# IAM bindings for GKE projects to access container images from GAR
# TODO: we can't be sure that they will be using the default GCE SA, so how do we automate this permissioning?","data ""google_project"" ""gke_projects"" {
  for_each   = var.deploy_branch_clusters
  project_id = each.value.project_id
}
",data,"data ""google_project"" ""gke_projects"" {
  for_each   = var.deploy_branch_clusters
  project_id = each.value.project_id
}
",data,82,,52077b54c7e19811bab2673ec1deb908487243dc,ad09ca8f5508e563da78c68d75cb81849edf38af,https://github.com/GoogleCloudPlatform/terraform-google-secure-cicd/blob/52077b54c7e19811bab2673ec1deb908487243dc/modules/secure-cd/main.tf#L82,https://github.com/GoogleCloudPlatform/terraform-google-secure-cicd/blob/ad09ca8f5508e563da78c68d75cb81849edf38af/modules/secure-cd/main.tf,2021-11-19 14:29:33-06:00,2021-11-20 00:59:03-06:00,4,1
https://github.com/Worklytics/psoxy,1061,infra/modular-examples/aws/main.tf,infra/modular-examples/aws/main.tf,0,# todo,# TODO: remove in v0.5,# TODO: remove in v0.5,"moved {
  from   = module.psoxy-msft-connector
  to     = module.psoxy_msft_connector
}
",moved,"moved {
  from = module.psoxy-msft-connector
  to   = module.psoxy_msft_connector
}
",moved,342,366.0,007f5c6e60a66814bdfc727541c52b729776b5d1,8f6786b90a7f0fcb6120cc8f822fd07cab49697f,https://github.com/Worklytics/psoxy/blob/007f5c6e60a66814bdfc727541c52b729776b5d1/infra/modular-examples/aws/main.tf#L342,https://github.com/Worklytics/psoxy/blob/8f6786b90a7f0fcb6120cc8f822fd07cab49697f/infra/modular-examples/aws/main.tf#L366,2023-04-28 09:36:10-07:00,2024-04-23 19:32:11-07:00,74,0
https://github.com/Worklytics/psoxy,231,infra/modules/azuread-grant-all-users/main.tf,infra/modules/azuread-grant-all-users/main.tf,0,inconsistency,"# however, even using it JUST for delegated permissions seems to create an inconsistency when user","# TODO: if grant can be made fully through API, do it here; until then, TODO file is best option  
 # NOTE: using `azuread_service_principal_delegated_permission_grant` seems to NOT work for this, 
 # presumably it ONLY supports oauth scopes (delegated permissions) not application roles 
 # (application permissions) 
 # however, even using it JUST for delegated permissions seems to create an inconsistency when user 
 # manually grants the application permissions (resource seems to really create a 'delegated_permission_grant' 
 # entity in Azure, which is overwritten by the user and then missing on subsequent terraform runs) ","resource ""local_file"" ""todo"" {
  filename = ""TODO ${var.application_name}.md""

  content = <<EOT
# Authorize ${var.application_name}

Visit the following page in the Azure AD console and grant the required application permissions:

https://portal.azure.com/#blade/Microsoft_AAD_RegisteredApps/ApplicationMenuBlade/CallAnAPI/appId/${var.application_id}/isMSAApp/

If you are not a sufficiently privileged Azure AD Administrator (likely Application or Global
Administrator), you made need assistance from an appropriately privileged member of your IT team.

The required grants are:
```
${join(""\n"", concat(var.app_roles, var.oauth2_permission_scopes))}
```

EOT
}
",resource,"locals {
  instance_id  = coalesce(var.psoxy_instance_id, var.application_name)
  todo_content = <<EOT
# Authorize ${var.application_name}

Visit the following page in the Azure AD console and grant the required application permissions:

https://portal.azure.com/#blade/Microsoft_AAD_RegisteredApps/ApplicationMenuBlade/CallAnAPI/appId/${var.application_id}/isMSAApp/

If you are not a sufficiently privileged Azure AD Administrator (likely Application or Global
Administrator), you may need assistance from an appropriately privileged member of your IT team.

The required grants are:
```
${join(""\n"", concat(var.app_roles, var.oauth2_permission_scopes))}
```

EOT
}
",locals,18,10.0,e60f54ba57c150249298c3fcf1af52e6a2ea06ee,ce24a85e38bd513c005f315db934b61c950962a6,https://github.com/Worklytics/psoxy/blob/e60f54ba57c150249298c3fcf1af52e6a2ea06ee/infra/modules/azuread-grant-all-users/main.tf#L18,https://github.com/Worklytics/psoxy/blob/ce24a85e38bd513c005f315db934b61c950962a6/infra/modules/azuread-grant-all-users/main.tf#L10,2022-01-27 21:03:35-08:00,2024-04-17 08:37:10-07:00,10,0
https://github.com/Worklytics/psoxy,87,infra/modules/aws-psoxy-instance/main.tf,infra/modules/aws-psoxy-instance/main.tf,0,#todo,#TODO: match on subpath equivalent to var.function_name,#TODO: match on subpath equivalent to var.function_name,"resource ""aws_apigatewayv2_integration"" ""map"" {
  api_id                    = var.api_gateway.id
  integration_type          = ""HTTP_PROXY""
  connection_type           = ""INTERNET""

  integration_method        = ""GET""
  #TODO: match on subpath equivalent to var.function_name
  integration_uri           = aws_lambda_function.psoxy-instance.invoke_arn
}
",resource,"resource ""aws_apigatewayv2_integration"" ""map"" {
  api_id                    = var.api_gateway.id
  integration_type          = ""AWS_PROXY""
  connection_type           = ""INTERNET""

  #TODO: match on subpath equivalent to var.function_name ?

  integration_method        = ""POST""
  integration_uri           = aws_lambda_function.psoxy-instance.invoke_arn
  request_parameters        = {}
  request_templates         = {}
}
",resource,41,,2f81e3da70338154c1ff8ee7d1220a5b5602fcab,7444d0de8dc052089b9c9dc91394cf5172660cdd,https://github.com/Worklytics/psoxy/blob/2f81e3da70338154c1ff8ee7d1220a5b5602fcab/infra/modules/aws-psoxy-instance/main.tf#L41,https://github.com/Worklytics/psoxy/blob/7444d0de8dc052089b9c9dc91394cf5172660cdd/infra/modules/aws-psoxy-instance/main.tf,2022-01-05 16:14:33-08:00,2022-01-06 11:41:26-08:00,4,1
https://github.com/pingcap/tidb-operator,7,deploy/alicloud/main.tf,deploy/aliyun/main.tf,1,workaround,"// Workaround: ACK does not support customize node RAM role, access key is the only way get local volume provisioner working","// Workaround: ACK does not support customize node RAM role, access key is the only way get local volume provisioner working 
 // TODO: use STS when upstream get this fixed","resource ""local_file"" ""local-volume-provisioner"" {
  depends_on = [""data.template_file.local-volume-provisioner""]
  filename   = ""${local.local_volume_provisioner_path}""
  content    = ""${data.template_file.local-volume-provisioner.rendered}""
}
",resource,the block associated got renamed or deleted,,85,,eebd686956c0b2adf67a10e1a376659c95c571a3,042b1a97fbbdf342297002990564828e6644a3f0,https://github.com/pingcap/tidb-operator/blob/eebd686956c0b2adf67a10e1a376659c95c571a3/deploy/alicloud/main.tf#L85,https://github.com/pingcap/tidb-operator/blob/042b1a97fbbdf342297002990564828e6644a3f0/deploy/aliyun/main.tf,2019-05-06 19:59:43+08:00,2019-07-23 19:44:58+08:00,4,1
https://github.com/camptocamp/devops-stack,94,examples/eks-aws/main.tf,examples/eks/main.tf,1,todo,# TODO create an output for this password,"/* Available only in provider hashicorp/aws >= v4.0.0 
 resource ""random_string"" ""admin_password"" { 
 length  = 25 
 special = false 
 } # TODO create an output for this password 
  
 resource ""aws_cognito_user"" ""admin"" { 
 user_pool_id = aws_cognito_user_pool.admin.id 
 username = admin 
 password = random_string.admin_password.result 
  
 message_action = SUPRESS # Do not send welcome message since password is hardcoded and email is non-existant 
  
 attributes = { 
 email = ""admin@example.org"" 
 email_verified = true 
 terraform = true 
 } 
 } 
  
 resource ""aws_cognito_user_in_group"" ""add_admin_argocd_admin"" { 
 user_pool_id = aws_cognito_user_pool.admin.id 
 group_name   = aws_cognito_user_group.argocd_admin_group.name 
 username     = aws_cognito_user.admin.username 
 } 
 */ ","module ""eks"" {
  source = ""git::https://github.com/camptocamp/devops-stack.git//modules/eks/aws?ref=v1""

  cluster_name = ""gh-v1-cluster""
  base_domain  = ""is-sandbox.camptocamp.com""
  # cluster_version = ""1.22""

  vpc_id         = module.vpc.vpc_id
  vpc_cidr_block = module.vpc.vpc_cidr_block

  private_subnet_ids = module.vpc.private_subnets
  public_subnet_ids  = module.vpc.public_subnets

  cluster_endpoint_public_access_cidrs = [""0.0.0.0/0""]

  node_groups = {
    ""${module.eks.cluster_name}-main"" = {
      instance_type     = ""m5a.large""
      min_size          = 2
      max_size          = 3
      desired_size      = 2
      target_group_arns = module.eks.nlb_target_groups
    },
  }

  create_public_nlb = true
}
",module,"module ""eks"" {
  source = ""git::https://github.com/camptocamp/devops-stack-module-cluster-eks?ref=v2.0.2""

  cluster_name       = local.cluster_name
  kubernetes_version = local.kubernetes_version
  base_domain        = local.base_domain

  vpc_id             = module.vpc.vpc_id
  private_subnet_ids = module.vpc.private_subnets
  public_subnet_ids  = module.vpc.public_subnets

  cluster_endpoint_public_access_cidrs = [""0.0.0.0/0""]

  node_groups = {
    ""${module.eks.cluster_name}-main"" = {
      instance_type     = ""m5a.large""
      min_size          = 2
      max_size          = 3
      desired_size      = 2
      target_group_arns = module.eks.nlb_target_groups
    },
  }

  create_public_nlb = true
}
",module,45,,23a76321726eca45b1852f9cbb9a5a46dd17c13e,9f09347de36de8f813051eae5c981dc8cae5c393,https://github.com/camptocamp/devops-stack/blob/23a76321726eca45b1852f9cbb9a5a46dd17c13e/examples/eks-aws/main.tf#L45,https://github.com/camptocamp/devops-stack/blob/9f09347de36de8f813051eae5c981dc8cae5c393/examples/eks/main.tf,2023-04-03 16:40:29+02:00,2023-08-18 14:48:32+02:00,4,1
https://github.com/Azure/sap-automation,8,deploy/terraform/terraform-units/modules/sap_deployer/infrastructure.tf,deploy/terraform/terraform-units/modules/sap_deployer/infrastructure.tf,0,// todo,// TODO: Add management lock when this issue is addressed https://github.com/terraform-providers/terraform-provider-azurerm/issues/5473,"// TODO: Add management lock when this issue is addressed https://github.com/terraform-providers/terraform-provider-azurerm/issues/5473 
 //        Management lock should be implemented id a seperate Terraform workspace   
 // Create/Import management vnet","resource ""azurerm_virtual_network"" ""vnet_mgmt"" {
  count               = (local.enable_deployers && !local.vnet_mgmt_exists) ? 1 : 0
  name                = local.vnet_mgmt_name
  resource_group_name = local.rg_exists ? data.azurerm_resource_group.deployer[0].name : azurerm_resource_group.deployer[0].name
  location            = local.rg_exists ? data.azurerm_resource_group.deployer[0].location : azurerm_resource_group.deployer[0].location
  address_space       = [local.vnet_mgmt_addr]
}
",resource,"resource ""azurerm_virtual_network"" ""vnet_mgmt"" {
  count                                = (!local.vnet_mgmt_exists) ? 1 : 0
  name                                 = local.vnet_mgmt_name
  resource_group_name                  = local.resource_group_exists ? data.azurerm_resource_group.deployer[0].name : azurerm_resource_group.deployer[0].name
  location                             = local.resource_group_exists ? data.azurerm_resource_group.deployer[0].location : azurerm_resource_group.deployer[0].location
  address_space                        = [local.vnet_mgmt_addr]
}
",resource,93,34.0,6ff0b891114c36d3aeccb850d830b698cd1fe52a,db20ac2a47d9d00329385330cb4af6b3c726c400,https://github.com/Azure/sap-automation/blob/6ff0b891114c36d3aeccb850d830b698cd1fe52a/deploy/terraform/terraform-units/modules/sap_deployer/infrastructure.tf#L93,https://github.com/Azure/sap-automation/blob/db20ac2a47d9d00329385330cb4af6b3c726c400/deploy/terraform/terraform-units/modules/sap_deployer/infrastructure.tf#L34,2021-11-17 19:29:07+02:00,2024-03-11 23:15:11+05:30,24,0
https://github.com/aws-observability/terraform-aws-observability-accelerator,52,workloads/infra/rules.tf,modules/workloads/infra/rules.tf,1,fix,#           description: RAID array '{{ $labels.device }}' on {{ $labels.instance }} is in degraded state due to one or more disks failures. Number of spare drives is insufficient to fix issue automatically.,,,,the block associated got renamed or deleted,,658,,de50a0dfb5dd8a18a6b206ead81a49679b85a857,60ab8b13bf236ceb04960b343b36383241d813db,https://github.com/aws-observability/terraform-aws-observability-accelerator/blob/de50a0dfb5dd8a18a6b206ead81a49679b85a857/workloads/infra/rules.tf#L658,https://github.com/aws-observability/terraform-aws-observability-accelerator/blob/60ab8b13bf236ceb04960b343b36383241d813db/modules/workloads/infra/rules.tf,2022-08-26 17:30:03+02:00,2022-08-26 17:30:03+02:00,2,1
https://github.com/SUSE/ha-sap-terraform-deployments,393,azure/network.tf,azure/network.tf,0,todo,// Todo this security group need to be redifined by cluster roles instead of 1 generic,"// Todo this security group need to be redifined by cluster roles instead of 1 generic 
 // TODO make the monitoring rule more stricter for some instance later on","resource ""azurerm_network_security_group"" ""mysecgroup"" {
  name                = ""mysecgroup""
  location            = var.az_region
  resource_group_name = azurerm_resource_group.myrg.name
// Todo this security group need to be redifined by cluster roles instead of 1 generic
// TODO make the monitoring rule more stricter for some instance later on
  security_rule {
    name                       = ""OUTALL""
    priority                   = 100
    direction                  = ""Outbound""
    access                     = ""Allow""
    protocol                   = ""*""
    source_port_range          = ""*""
    destination_port_range     = ""*""
    source_address_prefix      = ""*""
    destination_address_prefix = ""*""
  }

  security_rule {
    name                       = ""LOCAL""
    priority                   = 101
    direction                  = ""Inbound""
    access                     = ""Allow""
    protocol                   = ""*""
    source_port_range          = ""*""
    destination_port_range     = ""*""
    source_address_prefix      = ""10.74.0.0/16""
    destination_address_prefix = ""*""
  }

  security_rule {
    name                       = ""SSH""
    priority                   = 1001
    direction                  = ""Inbound""
    access                     = ""Allow""
    protocol                   = ""Tcp""
    source_port_range          = ""*""
    destination_port_range     = ""22""
    source_address_prefix      = ""*""
    destination_address_prefix = ""*""
  }

  security_rule {
    name                       = ""HTTP""
    priority                   = 1002
    direction                  = ""Inbound""
    access                     = ""Allow""
    protocol                   = ""Tcp""
    source_port_range          = ""*""
    destination_port_range     = ""80""
    source_address_prefix      = ""*""
    destination_address_prefix = ""*""
  }

  security_rule {
    name                       = ""HTTPS""
    priority                   = 1003
    direction                  = ""Inbound""
    access                     = ""Allow""
    protocol                   = ""Tcp""
    source_port_range          = ""*""
    destination_port_range     = ""443""
    source_address_prefix      = ""*""
    destination_address_prefix = ""*""
  }

  security_rule {
    name                       = ""HAWK""
    priority                   = 1004
    direction                  = ""Inbound""
    access                     = ""Allow""
    protocol                   = ""Tcp""
    source_port_range          = ""*""
    destination_port_range     = ""7630""
    source_address_prefix      = ""*""
    destination_address_prefix = ""*""
  }
  // monitoring rules
    security_rule {
    name                       = ""nodeExporter""
    priority                   = 1005
    direction                  = ""Inbound""
    access                     = ""Allow""
    protocol                   = ""*""
    source_port_range          = ""*""
    destination_port_range     = ""9100""
    source_address_prefix      = ""*""
    destination_address_prefix = ""*""
  }
  security_rule {
    name                       = ""hanadbExporter""
    priority                   = 1006
    direction                  = ""Inbound""
    access                     = ""Allow""
    protocol                   = ""*""
    source_port_range          = ""*""
    destination_port_range     = ""8001""
    source_address_prefix      = ""*""
    destination_address_prefix = ""*""
  }
  security_rule {
    name                       = ""hawkExporter""
    priority                   = 1007
    direction                  = ""Inbound""
    access                     = ""Allow""
    protocol                   = ""*""
    source_port_range          = ""*""
    destination_port_range     = ""9001""
    source_address_prefix      = ""*""
    destination_address_prefix = ""*""
  }

  security_rule {
    name                       = ""prometheus""
    priority                   = 1008
    direction                  = ""Inbound""
    access                     = ""Allow""
    protocol                   = ""*""
    source_port_range          = ""*""
    destination_port_range     = ""9090""
    source_address_prefix      = ""*""
    destination_address_prefix = ""*""
  }


  tags = {
    workspace = terraform.workspace
  }
}
",resource,"resource ""azurerm_network_security_group"" ""mysecgroup"" {
  name                = ""mysecgroup""
  location            = var.az_region
  resource_group_name = azurerm_resource_group.myrg.name
  security_rule {
    name                       = ""OUTALL""
    priority                   = 100
    direction                  = ""Outbound""
    access                     = ""Allow""
    protocol                   = ""*""
    source_port_range          = ""*""
    destination_port_range     = ""*""
    source_address_prefix      = ""*""
    destination_address_prefix = ""*""
  }

  security_rule {
    name                       = ""LOCAL""
    priority                   = 101
    direction                  = ""Inbound""
    access                     = ""Allow""
    protocol                   = ""*""
    source_port_range          = ""*""
    destination_port_range     = ""*""
    source_address_prefix      = ""10.74.0.0/16""
    destination_address_prefix = ""*""
  }

  security_rule {
    name                       = ""SSH""
    priority                   = 1001
    direction                  = ""Inbound""
    access                     = ""Allow""
    protocol                   = ""Tcp""
    source_port_range          = ""*""
    destination_port_range     = ""22""
    source_address_prefix      = ""*""
    destination_address_prefix = ""*""
  }

  security_rule {
    name                       = ""HTTP""
    priority                   = 1002
    direction                  = ""Inbound""
    access                     = ""Allow""
    protocol                   = ""Tcp""
    source_port_range          = ""*""
    destination_port_range     = ""80""
    source_address_prefix      = ""*""
    destination_address_prefix = ""*""
  }

  security_rule {
    name                       = ""HTTPS""
    priority                   = 1003
    direction                  = ""Inbound""
    access                     = ""Allow""
    protocol                   = ""Tcp""
    source_port_range          = ""*""
    destination_port_range     = ""443""
    source_address_prefix      = ""*""
    destination_address_prefix = ""*""
  }

  security_rule {
    name                       = ""HAWK""
    priority                   = 1004
    direction                  = ""Inbound""
    access                     = ""Allow""
    protocol                   = ""Tcp""
    source_port_range          = ""*""
    destination_port_range     = ""7630""
    source_address_prefix      = ""*""
    destination_address_prefix = ""*""
  }
  // monitoring rules
  security_rule {
    name                       = ""nodeExporter""
    priority                   = 1005
    direction                  = ""Inbound""
    access                     = ""Allow""
    protocol                   = ""*""
    source_port_range          = ""*""
    destination_port_range     = ""9100""
    source_address_prefix      = ""*""
    destination_address_prefix = ""*""
  }
  security_rule {
    name                       = ""hanadbExporter""
    priority                   = 1006
    direction                  = ""Inbound""
    access                     = ""Allow""
    protocol                   = ""*""
    source_port_range          = ""*""
    destination_port_range     = ""8001""
    source_address_prefix      = ""*""
    destination_address_prefix = ""*""
  }
  security_rule {
    name                       = ""hawkExporter""
    priority                   = 1007
    direction                  = ""Inbound""
    access                     = ""Allow""
    protocol                   = ""*""
    source_port_range          = ""*""
    destination_port_range     = ""9001""
    source_address_prefix      = ""*""
    destination_address_prefix = ""*""
  }

  security_rule {
    name                       = ""prometheus""
    priority                   = 1008
    direction                  = ""Inbound""
    access                     = ""Allow""
    protocol                   = ""*""
    source_port_range          = ""*""
    destination_port_range     = ""9090""
    source_address_prefix      = ""*""
    destination_address_prefix = ""*""
  }


  tags = {
    workspace = terraform.workspace
  }
}
",resource,304,,517f39e8d665afe6d504a325cda67274995c8e59,9adcf152486838f9f5b600ead5e4ef373918a786,https://github.com/SUSE/ha-sap-terraform-deployments/blob/517f39e8d665afe6d504a325cda67274995c8e59/azure/network.tf#L304,https://github.com/SUSE/ha-sap-terraform-deployments/blob/9adcf152486838f9f5b600ead5e4ef373918a786/azure/network.tf,2019-09-05 00:02:24+02:00,2019-09-05 18:08:13+02:00,3,1
