Row,chatgpt,claude,deepseek,gemini,gemma,qwen
77,0.178571428571429,0.357142857142857,0.196428571428571,0.125,0.125,0.0892857142857143
78,0,0.142857142857143,0,0.125,0.25,0.107142857142857
79,0,0.178571428571429,0,0,0.125,0.0535714285714286
80,0.125,0.142857142857143,0.160714285714286,0.125,0,0.321428571428571
81,0.232142857142857,0.375,0.303571428571429,0.25,0.375,0.25
82,0.125,0,0.125,0.125,0,0
83,0,0.125,0.0892857142857143,0.125,0.125,0
84,0.125,0.125,0.125,0,0,0
85,0.125,0.375,0,0,0.25,0.125
86,0.125,0,0.107142857142857,0,0.125,0
87,0,0.125,0.0892857142857143,0.125,0.196428571428571,0
88,0,0.0892857142857143,0.0178571428571429,0,0,0.125
89,0,0,0,0,0.125,0
90,0,0.125,0,0,0.125,0
91,0.25,0.375,0.25,0.25,0.125,0.25
92,0,0,0,0,0,0
93,0.25,0.25,0.196428571428571,0.375,0.375,0.25
94,0,0.267857142857143,0,0.125,0.125,0.0178571428571429
95,0,0.125,0,0.125,0.125,0.0535714285714286
96,0.125,0.125,0.125,0.25,0.125,0.125
97,0.125,0.125,0.142857142857143,0.125,0.125,0.125
98,0,0,0.0892857142857143,0.0535714285714286,0,0
99,0,0,0,0,0,0
100,0,0,0,0,0,0
101,0,0.178571428571429,0.125,0,0.125,0
102,0.125,0.25,0.125,0.125,0,0.25
103,0,0.125,0.125,0.125,0.125,0.125
104,0,0.125,0,0,0.125,0
105,0,0,0.0892857142857143,0,0,0
106,0.0178571428571429,0.25,0.0892857142857143,0.0714285714285714,0,0.25
107,0.125,0.125,0.232142857142857,0.375,0.285714285714286,0.142857142857143
108,0.25,0.25,0.196428571428571,0.25,0.125,0.125
109,0.125,0.125,0.125,0.125,0.125,0.125
110,0,0,0,0,0.0178571428571429,0
111,0.125,0.25,0.142857142857143,0.125,0.125,0.25
112,0,0.107142857142857,0,0,0.125,0
113,0.125,0.232142857142857,0.125,0.125,0,0.125
114,0,0.0357142857142857,0,0,0,0.0892857142857143
115,0.0892857142857143,0.232142857142857,0.125,0,0.125,0.125
116,0.125,0.0892857142857143,0.0714285714285714,0.125,0,0.125
117,0.125,0.125,0.125,0.125,0.25,0
118,0.125,0.321428571428571,0.0714285714285714,0.125,0.25,0.125
119,0,0.125,0.25,0,0.25,0
120,0,0.125,0,0,0,0.125
121,0.178571428571429,0.25,0.142857142857143,0.25,0.0357142857142857,0.321428571428571
122,0.0357142857142857,0.25,0,0.125,0.125,0.125
123,0,0.125,0.25,0.375,0.392857142857143,0.125
124,0.25,0.125,0.214285714285714,0.196428571428571,0.25,0.25
125,0.25,0.375,0.25,0.25,0.25,0.25
126,0,0.125,0,0.125,0.125,0
127,0,0,0.0535714285714286,0,0.125,0
128,0.0178571428571429,0.0714285714285714,0.0178571428571429,0,0.125,0.25
129,0,0,0,0,0,0
130,0,0,0,0,0,0
131,0,0.375,0,0.125,0.125,0.0357142857142857
132,0,0.125,0,0.125,0,0
133,0.107142857142857,0.25,0.0892857142857143,0.125,0.125,0.25
134,0.357142857142857,0.0535714285714286,0.125,0.125,0.25,0.142857142857143
135,0.125,0.142857142857143,0.125,0.125,0.125,0.25
136,0,0.125,0,0,0,0
137,0.125,0.214285714285714,0,0.125,0.25,0
138,0.375,0.5,0.267857142857143,0.25,0.5,0.25
139,0.0892857142857143,0.142857142857143,0,0,0.125,0.125
140,0.125,0.232142857142857,0,0,0.25,0.0178571428571429
141,0.25,0.125,0.125,0.125,0.125,0.125
142,0,0.125,0.125,0,0.125,0
143,0,0,0,0,0,0
144,0.125,0,0,0,0.125,0
145,0,0,0,0,0,0
146,0.25,0.267857142857143,0.25,0.125,0.25,0.125
147,0.125,0.125,0.125,0.125,0.125,0.125
148,0,0.160714285714286,0,0.125,0,0
149,0.0178571428571429,0.25,0,0,0.25,0
150,0.125,0.125,0.125,0,0.125,0.125
151,0.25,0.375,0.25,0.25,0.339285714285714,0.25
152,0.107142857142857,0.0892857142857143,0.0178571428571429,0,0,0.0357142857142857
153,0,0.125,0,0.125,0.125,0.0892857142857143
154,0.142857142857143,0.339285714285714,0.25,0.125,0.267857142857143,0.25
155,0.125,0,0,0.125,0,0.0892857142857143
156,0.25,0.267857142857143,0.357142857142857,0.25,0.375,0.25
157,0.125,0.125,0.125,0.125,0,0.25
158,0,0.125,0,0.214285714285714,0,0.0714285714285714
159,0.303571428571429,0.125,0.125,0.375,0.125,0.125
160,0.125,0.0535714285714286,0.125,0.25,0.25,0.125
161,0.375,0.232142857142857,0.125,0.25,0.25,0.375
162,0.125,0.125,0,0,0,0.125
163,0.107142857142857,0.0178571428571429,0,0,0,0
164,0.375,0.0892857142857143,0.357142857142857,0.25,0.25,0.464285714285714
165,0.125,0,0,0,0.25,0
166,0.125,0.125,0.107142857142857,0.125,0.125,0.125
167,0.125,0.125,0.196428571428571,0.125,0.125,0.232142857142857
168,0,0,0.125,0,0.0178571428571429,0
169,0.125,0.125,0.0714285714285714,0,0.125,0.125
170,0.25,0.285714285714286,0.25,0.25,0.25,0.25
171,0.125,0.125,0.125,0.125,0.125,0.125
172,0.125,0.125,0.25,0.125,0.125,0.375
173,0,0.25,0,0,0,0
174,0.0892857142857143,0.125,0.0714285714285714,0,0.125,0.125
175,0,0.107142857142857,0,0,0,0
176,0.25,0.392857142857143,0.375,0.375,0.375,0.25
177,0,0.25,0,0,0,0
178,0,0.0535714285714286,0.0535714285714286,0,0.125,0.107142857142857
179,0,0,0,0,0,0
180,0.0357142857142857,0,0,0,0.125,0
181,0,0.107142857142857,0.125,0,0.0535714285714286,0.125
182,0.125,0.196428571428571,0.125,0.125,0,0.25
183,0.125,0.357142857142857,0.125,0.196428571428571,0.25,0.107142857142857
184,0.125,0.125,0.125,0.125,0.125,0.125
185,0.125,0.0178571428571429,0.0714285714285714,0,0,0.125
186,0.214285714285714,0.428571428571429,0.125,0.125,0.25,0.25
187,0,0,0,0,0,0.125
188,0.142857142857143,0.25,0.125,0,0.125,0.375
189,0,0,0,0,0,0
190,0,0,0,0,0,0
191,0.25,0.125,0.125,0.125,0.25,0.107142857142857
192,0,0,0.0535714285714286,0.125,0.125,0
193,0,0.0357142857142857,0.0892857142857143,0,0,0.0892857142857143
194,0.125,0,0.0714285714285714,0.125,0.125,0.0357142857142857
195,0.357142857142857,0.303571428571429,0.375,0.375,0.25,0.375
196,0.196428571428571,0.267857142857143,0.321428571428571,0.25,0.25,0.375
197,0,0.0178571428571429,0,0,0.107142857142857,0
198,0.125,0.25,0.125,0.125,0.125,0.107142857142857
199,0.196428571428571,0.125,0.232142857142857,0.125,0.214285714285714,0.25
200,0,0,0,0,0,0
201,0,0,0,0,0,0.0892857142857143
202,0,0,0,0,0,0
203,0,0.232142857142857,0,0.125,0,0
204,0.125,0.267857142857143,0.232142857142857,0.25,0.142857142857143,0.375
205,0,0.125,0,0,0.0178571428571429,0
206,0,0.5,0.125,0.25,0.375,0.357142857142857
207,0,0,0,0,0.125,0.125
208,0.196428571428571,0.267857142857143,0.196428571428571,0.125,0.25,0.125
209,0,0,0,0,0.0357142857142857,0
210,0,0.357142857142857,0,0,0.25,0
211,0,0.375,0.125,0.25,0.160714285714286,0.0357142857142857
212,0.125,0.232142857142857,0.125,0.125,0.25,0.125
213,0.5,0.375,0.25,0.375,0.5,0.375
214,0,0.25,0,0.125,0,0
215,0.125,0.25,0.0714285714285714,0.125,0.125,0.125
216,0.125,0.25,0.125,0.125,0.125,0.160714285714286
217,0.125,0.25,0.125,0.125,0.125,0.125
218,0,0.303571428571429,0,0,0.107142857142857,0
219,0.214285714285714,0.125,0,0.125,0.125,0
220,0,0.125,0,0,0,0
221,0.107142857142857,0,0,0.25,0,0
222,0.25,0.375,0.25,0.25,0.25,0.25
223,0,0.160714285714286,0,0.125,0.125,0
224,0,0,0,0,0.125,0
225,0.25,0.125,0.25,0.25,0.375,0.25
226,0.125,0,0,0,0,0.0178571428571429
227,0,0.25,0.0535714285714286,0.125,0.125,0
228,0,0,0,0.0535714285714286,0,0.125
229,0.125,0.125,0.160714285714286,0.125,0.125,0.232142857142857
230,0,0,0,0,0,0
231,0,0.125,0.196428571428571,0.125,0.125,0
232,0,0,0,0,0,0
233,0,0.125,0,0.125,0.125,0.107142857142857
234,0,0,0,0,0,0
235,0.125,0.125,0.125,0.125,0.107142857142857,0.125
236,0.125,0.25,0.125,0.125,0.375,0.125
237,0,0,0,0,0,0
238,0,0.214285714285714,0,0,0.142857142857143,0.125
239,0,0,0,0,0,0.125
240,0,0,0,0,0,0
241,0,0.0892857142857143,0,0,0.107142857142857,0.0357142857142857
242,0,0.107142857142857,0,0,0.0178571428571429,0.125
243,0,0,0,0,0.0178571428571429,0
244,0.125,0.125,0.125,0.125,0.125,0.125
245,0,0.160714285714286,0,0,0,0
246,0.125,0.232142857142857,0.125,0.125,0.125,0.125
247,0.125,0.125,0.0714285714285714,0,0.125,0.285714285714286
248,0.125,0.285714285714286,0.125,0.125,0.25,0.125
249,0.125,0.375,0.125,0.125,0.25,0.25
250,0,0,0,0,0,0
251,0,0,0,0,0,0
252,0.125,0,0.125,0.125,0.125,0.0178571428571429
253,0.25,0.267857142857143,0.25,0.25,0.125,0.25
254,0,0.125,0,0,0,0
255,0.232142857142857,0.25,0.25,0.125,0.160714285714286,0.25
256,0.125,0.267857142857143,0.125,0.125,0.25,0
257,0.125,0.267857142857143,0.125,0.25,0.375,0.125
258,0.107142857142857,0,0,0.125,0.125,0
259,0.0357142857142857,0.125,0,0,0.107142857142857,0.0714285714285714
260,0.25,0.25,0.196428571428571,0.125,0.25,0.25
261,0.125,0.125,0.107142857142857,0.125,0.125,0.125
262,0.214285714285714,0.125,0.25,0.125,0.125,0.25
263,0.375,0.5,0.375,0.285714285714286,0.375,0.375
264,0,0,0,0,0,0
265,0.107142857142857,0.125,0,0.125,0.125,0.0892857142857143
266,0,0,0,0,0,0
267,0.0357142857142857,0.392857142857143,0.0178571428571429,0,0.160714285714286,0.232142857142857
268,0.125,0.392857142857143,0.232142857142857,0.375,0.25,0.375
269,0.125,0.375,0.0892857142857143,0.125,0.25,0.0714285714285714
270,0.0178571428571429,0.25,0.25,0,0.125,0.25
271,0,0.125,0,0,0.125,0.125
272,0.125,0.142857142857143,0.125,0.125,0.125,0.125
273,0.285714285714286,0.285714285714286,0.303571428571429,0.375,0.357142857142857,0.25
274,0,0,0,0,0,0.125
275,0.25,0.375,0.357142857142857,0.357142857142857,0.375,0.357142857142857
276,0,0,0.0178571428571429,0,0.125,0.125
277,0.196428571428571,0.25,0.125,0.125,0.25,0.267857142857143
278,0,0,0,0,0,0
279,0,0.125,0,0,0,0
280,0,0.125,0,0,0,0
281,0.375,0.196428571428571,0.25,0.25,0.375,0.482142857142857
282,0,0,0,0,0,0
283,0,0.232142857142857,0.142857142857143,0.285714285714286,0.125,0.125
284,0,0.196428571428571,0.125,0,0.125,0.125
285,0.125,0.25,0.142857142857143,0.125,0.125,0.125
286,0.125,0.25,0.125,0.125,0.125,0.125
287,0.232142857142857,0.125,0.125,0.125,0.25,0.125
288,0,0.0178571428571429,0,0,0.125,0.0178571428571429
289,0,0.125,0,0,0,0
290,0.125,0.0714285714285714,0.125,0.125,0.125,0.125
291,0.0714285714285714,0.125,0,0.125,0.125,0.125
292,0.25,0.232142857142857,0.196428571428571,0.25,0.25,0.125
293,0.125,0.160714285714286,0.125,0.25,0.375,0.25
294,0,0.125,0,0,0.125,0
295,0.125,0,0,0,0.0892857142857143,0.142857142857143
296,0.375,0.321428571428571,0.303571428571429,0.25,0.25,0.357142857142857
297,0,0.0357142857142857,0,0,0,0
298,0.25,0.25,0.125,0.125,0.25,0.125
299,0.0357142857142857,0.25,0.125,0.375,0.375,0
300,0.5,0.25,0.25,0.125,0.25,0.25
301,0.0714285714285714,0.25,0.125,0.125,0.125,0.125
302,0,0.125,0,0,0.0357142857142857,0.125
303,0.321428571428571,0.125,0.214285714285714,0.25,0.25,0.375
304,0.125,0.107142857142857,0,0.125,0,0
305,0.125,0.0714285714285714,0.25,0.25,0,0.125
306,0.125,0.25,0.125,0,0,0.125
307,0.107142857142857,0.214285714285714,0,0,0.125,0
308,0,0.125,0.0357142857142857,0,0,0.125
309,0.125,0.303571428571429,0.125,0.125,0.285714285714286,0.125
310,0.125,0.107142857142857,0.0892857142857143,0.125,0.125,0.125
311,0.25,0.125,0,0.125,0.125,0
312,0.125,0.125,0.125,0.125,0.125,0.0714285714285714
313,0.125,0.125,0.178571428571429,0,0.25,0.125
314,0.25,0.25,0.142857142857143,0.160714285714286,0.25,0.125
315,0,0.25,0,0.107142857142857,0,0
316,0.482142857142857,0.5,0.375,0.375,0.5,0.25
317,0.107142857142857,0.0714285714285714,0.142857142857143,0.125,0.196428571428571,0.25
318,0,0.125,0.0714285714285714,0.0892857142857143,0.125,0.0714285714285714
319,0,0,0,0,0,0.125
320,0.25,0.125,0.125,0.125,0.25,0.125
321,0.125,0.125,0.142857142857143,0.25,0.125,0.125
322,0,0.0178571428571429,0,0,0.0178571428571429,0
323,0.232142857142857,0.125,0.0357142857142857,0,0,0.25
324,0.357142857142857,0.214285714285714,0.25,0.25,0.25,0.25
325,0,0.25,0,0,0.125,0
326,0.125,0.25,0.125,0.125,0.125,0.125
327,0.125,0.25,0.142857142857143,0.125,0.25,0.125
328,0,0.125,0.125,0,0,0.0178571428571429
329,0,0,0,0,0,0
330,0.125,0.125,0.125,0.125,0.25,0.125
331,0.25,0.125,0.125,0.25,0.25,0.125
332,0,0.125,0,0,0,0
333,0.25,0.214285714285714,0.25,0.375,0.25,0.375
334,0.125,0,0.0535714285714286,0.125,0.125,0
335,0.0357142857142857,0.375,0.0178571428571429,0.125,0.125,0
336,0.125,0.125,0,0.125,0.0714285714285714,0.125
337,0,0,0,0,0.125,0.232142857142857
338,0,0,0,0,0,0
339,0.25,0.357142857142857,0.0535714285714286,0.25,0.125,0
340,0.125,0,0,0,0,0
341,0.178571428571429,0.375,0.160714285714286,0.125,0.321428571428571,0.125
342,0,0.0178571428571429,0,0.125,0,0
343,0,0.107142857142857,0,0,0,0
344,0,0,0,0,0,0
345,0,0.178571428571429,0.142857142857143,0,0,0.0535714285714286
346,0,0,0,0,0.0714285714285714,0
347,0.0178571428571429,0.357142857142857,0.125,0,0.125,0.125
348,0,0.25,0,0,0.125,0
349,0,0.125,0,0,0.125,0
350,0.125,0.125,0.125,0.125,0.125,0.125
351,0.0892857142857143,0,0.125,0.125,0,0.107142857142857
352,0.25,0.142857142857143,0.178571428571429,0.25,0.375,0.125
353,0,0,0,0,0,0
354,0,0,0,0,0,0
355,0.125,0.357142857142857,0,0.125,0.25,0.0535714285714286
356,0.0178571428571429,0,0,0,0.125,0.0178571428571429
357,0,0,0,0,0,0.107142857142857
358,0,0,0,0,0.25,0.214285714285714
359,0,0,0,0,0,0
360,0.25,0.0357142857142857,0.142857142857143,0.125,0.125,0.142857142857143
361,0.25,0.107142857142857,0.178571428571429,0.125,0.25,0.125
362,0.125,0.125,0.125,0.125,0.232142857142857,0.125
363,0,0.125,0.0178571428571429,0,0,0
364,0.25,0.375,0.0892857142857143,0.25,0.232142857142857,0.267857142857143
365,0.0714285714285714,0,0,0,0.125,0
366,0.125,0.196428571428571,0.125,0.125,0.125,0.125
367,0,0,0,0,0,0
368,0.125,0.267857142857143,0.107142857142857,0,0.125,0.232142857142857
369,0,0.375,0.142857142857143,0.25,0.267857142857143,0.0535714285714286
370,0.0892857142857143,0.125,0,0,0.125,0
371,0.125,0.25,0.0892857142857143,0.125,0.125,0.125
372,0.125,0.125,0.0357142857142857,0,0.0357142857142857,0
373,0.125,0,0,0.125,0.125,0.125
374,0.125,0.214285714285714,0.214285714285714,0.125,0.125,0.125
375,0,0.125,0,0,0,0.0357142857142857
376,0,0,0,0,0.125,0
377,0.125,0.125,0.125,0.125,0.125,0.125
378,0,0.25,0.125,0.25,0.25,0.125
379,0.125,0.339285714285714,0.0178571428571429,0,0.125,0.25
380,0,0.0892857142857143,0,0,0,0
381,0.125,0.25,0.160714285714286,0.125,0.25,0.125
382,0,0.25,0.0714285714285714,0.125,0.25,0.160714285714286
383,0.125,0.125,0.232142857142857,0.125,0.125,0.25
384,0.25,0.125,0.196428571428571,0,0.125,0.232142857142857
385,0.142857142857143,0.5,0.25,0.125,0.357142857142857,0.482142857142857
386,0,0,0,0,0,0
387,0,0.125,0,0.0714285714285714,0,0.125
388,0.25,0.5,0.142857142857143,0,0.267857142857143,0.410714285714286
389,0.125,0.107142857142857,0.125,0.125,0.125,0.125
390,0.0535714285714286,0.125,0.125,0.125,0.125,0
391,0,0,0,0,0,0
392,0.321428571428571,0.25,0.339285714285714,0.25,0.375,0.25
393,0.125,0.375,0.160714285714286,0.125,0.125,0.178571428571429
394,0.125,0.196428571428571,0,0.125,0.178571428571429,0.125
395,0.125,0.321428571428571,0.178571428571429,0.25,0.25,0.214285714285714
396,0,0.107142857142857,0,0,0.125,0
397,0.25,0.303571428571429,0.196428571428571,0.25,0.357142857142857,0.196428571428571
398,0,0.0892857142857143,0.0357142857142857,0,0,0.125
399,0.125,0,0.125,0.125,0,0.0892857142857143
400,0,0.232142857142857,0.125,0.125,0.25,0.25
401,0.142857142857143,0.0357142857142857,0.0178571428571429,0.25,0.125,0.125
402,0.25,0.125,0.107142857142857,0.25,0.25,0
403,0.25,0.125,0.160714285714286,0.125,0.25,0.125
404,0.125,0.25,0.142857142857143,0.125,0.0357142857142857,0.125
405,0,0.125,0.0178571428571429,0,0.0357142857142857,0.0892857142857143
406,0.410714285714286,0.5,0.303571428571429,0.25,0.142857142857143,0.375
407,0.25,0.5,0.25,0.25,0.625,0.553571428571429
408,0.25,0.0892857142857143,0.125,0.125,0.125,0
409,0.125,0.125,0.0357142857142857,0.125,0.125,0.125
410,0.160714285714286,0.375,0.375,0.375,0.25,0.285714285714286
411,0,0,0.107142857142857,0,0.125,0.142857142857143
412,0,0,0.125,0,0,0.107142857142857
413,0,0.142857142857143,0.0535714285714286,0,0.125,0
414,0,0.125,0.0535714285714286,0.125,0.303571428571429,0.107142857142857
415,0,0.125,0,0,0.25,0.0178571428571429
416,0,0.125,0.0535714285714286,0.125,0.0714285714285714,0
417,0.25,0.25,0.25,0.25,0.25,0.25
418,0.25,0.625,0.410714285714286,0.125,0.25,0.25
419,0.125,0.125,0.160714285714286,0.125,0.125,0.142857142857143
420,0.125,0,0,0.125,0.125,0
421,0,0,0,0,0.0178571428571429,0
422,0.125,0.0357142857142857,0.125,0,0.125,0.125
423,0.0714285714285714,0.25,0.0535714285714286,0,0.125,0.125
424,0.125,0.25,0.125,0.125,0.125,0.125
425,0.125,0.125,0.0535714285714286,0.125,0,0
426,0,0.375,0.0892857142857143,0.25,0.125,0
427,0.125,0.125,0.125,0.125,0.125,0.125
428,0.125,0.125,0.107142857142857,0.125,0.142857142857143,0.125
429,0.125,0.375,0.125,0.125,0.125,0.25
430,0.125,0.142857142857143,0,0,0.178571428571429,0.25
431,0.25,0.125,0.25,0.25,0.125,0.25
432,0.125,0.125,0,0,0,0.25
433,0.25,0.392857142857143,0.375,0.375,0.25,0.160714285714286
434,0.125,0,0.0357142857142857,0.125,0.0178571428571429,0
435,0,0.160714285714286,0,0.125,0.125,0.125
436,0,0,0,0,0.125,0
437,0,0,0,0,0,0
438,0,0.125,0,0,0,0.0178571428571429
439,0.125,0.5,0.125,0,0.25,0
440,0.125,0.125,0.125,0,0.25,0.125
441,0.125,0,0.0892857142857143,0.125,0.25,0.125
442,0,0.25,0,0.25,0.0178571428571429,0
443,0,0.125,0.0178571428571429,0.125,0.125,0
444,0.160714285714286,0.339285714285714,0.285714285714286,0.25,0.25,0.25
445,0.160714285714286,0.125,0.196428571428571,0.25,0.25,0.125
446,0.142857142857143,0.196428571428571,0.232142857142857,0.25,0.267857142857143,0.125
447,0.25,0.25,0.25,0.25,0.25,0.375
448,0.0535714285714286,0.125,0.160714285714286,0,0,0.125
449,0,0.375,0.125,0.125,0.25,0.125
450,0,0.0357142857142857,0,0,0.125,0
451,0.196428571428571,0.25,0.25,0.125,0.25,0.392857142857143
452,0.125,0.375,0.142857142857143,0.125,0.375,0.375
453,0.125,0.375,0.125,0.125,0.196428571428571,0.125
454,0.125,0.25,0.125,0.125,0.125,0.125
455,0.125,0,0.0178571428571429,0,0,0
456,0,0.125,0.0178571428571429,0,0.125,0
457,0,0,0,0.125,0,0
458,0,0,0,0,0,0
459,0,0.232142857142857,0.125,0,0.125,0
460,0.125,0.375,0.25,0.375,0.25,0.25
461,0.125,0.232142857142857,0.125,0.125,0.125,0.125
462,0,0.464285714285714,0,0.125,0,0
463,0,0.196428571428571,0.107142857142857,0,0,0.25
464,0.125,0.232142857142857,0.0357142857142857,0.125,0.25,0.107142857142857
465,0,0.321428571428571,0.267857142857143,0.125,0.25,0.0357142857142857
466,0.178571428571429,0.125,0.125,0.125,0.125,0.25
467,0.125,0.5,0.25,0.125,0.375,0.25
468,0.0357142857142857,0,0,0,0,0.125
469,0.125,0.125,0.0892857142857143,0,0.25,0.125
470,0.25,0.142857142857143,0.125,0.125,0.25,0.285714285714286
471,0.357142857142857,0.25,0.25,0.375,0.125,0.142857142857143
472,0.125,0.125,0,0.125,0.25,0.125
473,0.125,0.125,0.125,0.125,0.0178571428571429,0.0892857142857143
474,0,0.357142857142857,0,0,0.125,0
475,0.125,0.125,0.107142857142857,0.125,0.125,0.125
476,0.125,0.25,0.0714285714285714,0,0.125,0.107142857142857
477,0.125,0.25,0.25,0.125,0.25,0.125
478,0,0.125,0,0,0,0
479,0.125,0.25,0.0178571428571429,0.125,0.125,0.125
480,0.125,0.125,0.125,0.125,0.125,0.125
481,0.125,0.375,0,0.125,0.125,0.125
482,0.125,0.125,0.125,0.125,0.125,0.160714285714286
483,0,0,0,0,0,0
484,0,0.5,0,0.125,0.25,0.25
485,0,0.0178571428571429,0,0,0,0
486,0.107142857142857,0,0.125,0.125,0,0
487,0,0,0.0357142857142857,0,0,0.0892857142857143
488,0.125,0.25,0.25,0.25,0.25,0.125
489,0.125,0.25,0.160714285714286,0.125,0.357142857142857,0.125
490,0.125,0.125,0.125,0.25,0.125,0.125
491,0.357142857142857,0.375,0.214285714285714,0.25,0.375,0.410714285714286
492,0,0.107142857142857,0,0,0,0.0178571428571429
493,0.125,0.125,0.0535714285714286,0.125,0.125,0
494,0.125,0.125,0.125,0.125,0.125,0.125
495,0.25,0.125,0.125,0.125,0.125,0.125
496,0,0.357142857142857,0,0.125,0.125,0
497,0.25,0.142857142857143,0.125,0.25,0.25,0.160714285714286
498,0.125,0,0.196428571428571,0.125,0.107142857142857,0.125
499,0.25,0.160714285714286,0.196428571428571,0.125,0.25,0.125
500,0.125,0.25,0.160714285714286,0.125,0.125,0.25
501,0.125,0,0.0357142857142857,0,0,0.125
502,0,0,0.0357142857142857,0,0.125,0
503,0.0357142857142857,0,0.0535714285714286,0,0.178571428571429,0.107142857142857
504,0,0.142857142857143,0,0,0.125,0
505,0.125,0.214285714285714,0.0178571428571429,0.125,0.125,0
506,0.125,0.232142857142857,0.125,0.25,0.25,0.25
507,0,0,0,0,0,0
508,0,0,0,0,0,0
509,0.125,0.125,0.125,0.125,0.125,0.125
510,0.25,0.125,0.142857142857143,0.125,0.375,0.267857142857143
511,0,0.125,0.0714285714285714,0,0.25,0.25
512,0.25,0.25,0.25,0.25,0.142857142857143,0.267857142857143
513,0,0.160714285714286,0,0,0.125,0.0178571428571429
514,0,0.125,0,0,0,0.0178571428571429
515,0,0,0,0,0,0
516,0.125,0.125,0.125,0.125,0.125,0.125
517,0,0.125,0,0,0,0
