Row,chatgpt,claude,deepseek,gemini,gemma,qwen
381,1,0,0,1,0,1
382,1,0,1,1,0,0
383,1,1,0,1,1,0
384,0,1,0,1,1,0
385,0,0,0,1,0,0
386,1,1,1,1,1,1
387,1,1,1,1,1,1
388,0,0,0,1,0,0
389,1,1,1,1,1,1
390,1,1,1,1,1,1
391,1,1,1,1,1,1
392,0,0,0,0,0,0
393,1,0,0,1,1,0
394,1,0,1,1,0,1
395,1,0,0,0,0,0
396,1,1,1,1,1,1
397,0,0,0,0,0,0
398,1,1,1,1,1,1
399,1,1,1,1,1,1
400,1,0,1,1,0,0
401,0,1,1,0,1,1
402,0,1,1,0,0,1
403,0,1,0,1,0,1
404,1,0,0,1,1,1
405,1,1,1,1,1,1
406,0,0,0,0,0,0
407,0,0,0,0,0,0
408,0,1,1,1,1,1
409,1,1,1,1,1,1
410,0,0,0,0,0,0
411,1,1,1,1,1,0
412,1,1,1,1,1,1
413,1,0,1,1,1,1
414,1,1,1,1,0,1
415,1,1,1,1,0,1
416,1,1,1,1,1,1
417,0,0,0,0,0,0
418,0,0,0,1,0,0
419,1,1,0,1,1,0
420,1,1,1,1,1,1
421,1,1,1,1,1,1
422,1,1,1,1,1,1
423,1,0,1,1,1,1
424,1,0,1,1,1,1
425,1,1,1,1,1,1
426,1,0,1,0,1,1
427,1,1,1,1,1,1
428,1,1,1,1,0,1
429,1,0,1,1,1,0
430,1,0,1,1,0,0
431,0,1,0,0,1,0
432,1,1,1,1,1,0
433,0,0,0,0,0,0
434,1,1,1,1,1,1
435,1,0,1,1,1,1
436,1,1,1,1,1,1
437,1,1,1,1,1,1
438,1,1,1,1,1,1
439,1,0,1,1,0,1
440,1,1,1,1,0,1
441,1,1,1,1,0,1
442,1,0,1,0,1,1
443,1,1,1,1,1,1
444,0,0,0,0,0,0
445,0,1,0,0,0,1
446,0,0,0,0,0,1
447,0,0,0,0,0,0
448,1,1,0,1,1,1
449,1,0,1,1,0,1
450,1,1,1,1,1,1
451,0,0,0,1,0,0
452,1,0,0,1,0,0
453,1,0,1,1,0,1
454,1,0,1,1,1,1
455,1,1,1,1,1,1
456,1,1,1,1,1,1
457,1,1,1,1,1,1
458,1,1,1,1,1,1
459,1,0,1,1,1,1
460,1,0,0,0,0,0
461,1,0,1,1,1,1
462,1,0,1,1,1,1
463,1,0,1,1,1,0
464,1,0,1,1,0,1
465,1,0,0,1,0,1
466,0,1,1,1,1,0
467,1,0,0,1,0,0
468,1,1,1,1,1,1
469,1,1,1,1,0,1
470,0,0,1,1,0,0
471,0,0,0,0,1,0
472,1,1,1,1,0,1
473,1,1,1,1,1,1
474,1,0,1,1,1,1
475,1,1,1,1,1,1
476,1,0,1,1,1,1
477,1,0,0,1,0,1
478,1,1,1,1,1,1
479,1,0,1,1,1,1
480,1,1,1,1,1,1
481,1,0,1,1,1,1
482,1,1,1,1,1,0
483,1,1,1,1,1,1
484,1,0,1,1,0,0
485,1,1,1,1,1,1
486,1,1,1,1,1,1
487,1,1,1,1,1,1
488,1,0,0,0,0,1
489,1,0,0,1,0,1
490,1,1,1,0,1,1
491,0,0,0,0,0,0
492,1,1,1,1,1,1
493,1,1,1,1,1,1
494,1,1,1,1,1,1
495,0,1,1,1,1,1
496,1,0,1,1,1,1
497,0,0,1,0,0,0
498,1,1,0,1,1,1
499,0,0,0,1,0,1
500,1,0,0,1,1,0
501,1,1,1,1,1,1
502,1,1,1,1,1,1
503,1,1,1,1,0,1
504,1,0,1,1,1,1
505,1,0,1,1,1,1
506,1,0,1,0,0,0
507,1,1,1,1,1,1
508,1,1,1,1,1,1
509,1,1,1,1,1,1
510,0,1,0,1,0,0
511,1,1,1,1,0,0
512,0,0,0,0,0,0
513,1,0,1,1,1,1
514,1,1,1,1,1,1
515,1,1,1,1,1,1
516,1,1,1,1,1,1
517,1,1,1,1,1,1
518,1,0,0,1,0,0
519,1,0,1,1,0,1
520,1,0,1,1,1,1
521,1,1,1,1,1,1
522,1,1,1,1,1,1
523,1,1,1,1,1,1
524,0,0,0,0,0,0
525,0,1,1,1,1,1
526,1,0,1,1,1,0
527,1,1,1,1,1,1
528,1,1,1,1,1,1
529,1,1,1,1,1,1
530,1,0,1,1,1,1
531,1,0,1,1,1,0
532,1,1,1,1,1,1
533,1,1,1,1,1,1
534,1,0,1,1,0,1
535,1,0,1,1,0,1
536,1,0,1,1,1,1
537,1,0,1,1,0,1
538,1,0,1,1,0,1
539,1,0,1,1,0,1
540,0,0,0,0,0,0
541,1,0,0,0,0,1
542,1,0,1,1,0,1
543,0,0,1,1,1,1
544,1,1,1,1,1,1
545,1,1,1,1,1,1
546,0,0,0,0,0,0
547,1,0,0,1,0,0
548,1,0,1,1,1,1
549,1,1,1,1,1,1
550,1,1,1,1,1,1
551,1,1,1,1,1,1
552,1,1,1,1,1,1
553,0,1,0,1,0,0
554,1,1,1,1,0,1
555,0,0,1,1,0,1
556,1,0,1,0,0,1
557,1,1,1,1,1,1
558,1,1,1,1,1,1
559,0,0,0,1,1,0
560,1,1,1,1,1,1
561,1,0,1,1,0,1
562,1,1,1,1,1,1
563,0,1,1,1,1,1
564,0,1,0,1,0,0
565,0,0,0,1,0,0
566,1,1,1,1,1,1
567,1,1,1,1,1,1
568,1,1,1,1,1,1
569,1,1,1,1,1,1
570,1,0,1,1,1,0
571,0,0,0,0,0,0
572,1,1,1,1,1,1
573,1,0,0,1,0,1
574,1,1,1,1,1,1
575,0,1,0,0,0,1
576,1,1,1,1,1,1
577,1,1,1,1,1,1
578,1,1,1,1,1,1
579,0,1,1,1,1,1
580,1,0,1,0,0,1
581,1,0,1,1,1,1
582,0,1,0,1,0,1
583,1,1,1,1,1,1
584,0,1,1,0,1,1
585,0,0,0,0,0,0
586,1,1,0,1,0,1
587,1,1,1,1,1,1
588,1,1,1,1,1,1
589,0,0,0,0,0,0
590,0,0,0,0,0,0
591,1,1,1,1,1,1
592,1,0,1,1,0,1
593,1,1,0,0,0,1
594,1,1,1,1,1,1
595,0,1,1,1,1,1
596,1,0,1,1,1,1
597,0,0,0,0,0,0
598,1,1,1,1,1,1
599,1,0,1,1,0,1
600,0,0,1,1,1,0
601,1,0,1,1,1,1
602,1,1,1,1,1,1
603,1,1,1,1,1,1
604,1,1,1,1,1,1
605,1,0,1,1,1,1
606,1,1,1,1,1,1
607,1,0,1,1,0,1
608,1,1,1,1,1,1
609,0,0,0,0,1,1
610,1,1,1,1,1,1
611,1,1,1,1,1,1
612,1,1,0,1,0,1
613,1,0,1,1,0,1
614,1,0,0,1,0,0
615,1,1,1,1,1,1
616,1,1,1,1,1,1
617,1,1,1,1,1,1
618,0,1,0,0,0,0
619,1,0,1,1,1,1
620,1,1,1,1,1,1
621,1,1,1,1,1,1
622,1,1,1,1,1,1
623,1,1,1,1,1,1
624,1,1,1,1,1,0
625,1,1,1,1,1,1
626,0,0,0,0,0,0
627,1,1,1,1,1,1
628,1,0,0,1,0,0
629,0,0,0,0,0,0
630,1,0,1,1,1,0
631,1,1,1,1,1,1
632,1,1,1,1,1,1
633,1,1,0,1,0,0
634,0,1,0,1,0,1
635,1,1,1,1,1,1
636,1,1,1,1,1,1
637,1,0,1,1,1,1
638,1,1,1,1,1,1
639,1,1,1,1,1,1
640,1,1,1,1,1,1
641,1,1,1,1,1,1
642,1,1,1,1,1,1
643,1,0,1,1,1,1
644,1,1,1,1,0,0
645,1,1,1,1,1,1
646,0,0,0,0,0,0
647,1,1,1,1,1,1
648,1,0,1,1,1,1
649,1,1,1,1,1,1
650,1,1,1,1,1,1
651,0,0,0,0,0,0
652,1,0,1,1,1,1
653,1,0,1,1,0,1
654,1,1,1,1,1,0
655,1,1,0,0,1,0
656,1,1,1,1,1,1
657,1,1,1,1,1,1
658,0,0,0,0,0,0
659,1,1,1,1,1,1
660,0,0,1,0,0,0
661,1,1,1,1,1,1
662,1,1,1,1,1,1
663,1,0,1,1,1,1
664,1,0,1,0,0,0
665,1,1,1,1,1,1
666,1,1,1,1,1,1
667,1,1,1,1,0,1
668,1,1,1,1,1,1
669,1,0,1,1,1,1
670,1,1,1,1,1,1
671,1,1,1,1,0,1
672,0,0,1,1,1,0
673,0,1,1,1,0,1
674,1,1,1,1,1,0
675,1,1,0,0,0,1
676,0,0,1,1,0,1
677,1,1,1,1,1,1
678,0,0,0,0,0,1
679,1,1,1,1,1,1
680,1,1,1,1,1,1
