Repo URL,Satd Comment Id,File Path Of First Occurence,File Path Of Last Occurence,renamed,Keyword,SATD Comment,context,bloc of first occurrence,bloc type of first occurrence,bloc of last occurrence,bloc type of last occurrence,SATD Comment Line Of First Occurence,SATD Comment Line Of Last Occurence,first Commit Hash,last Commit Hash,Link To The File Of First Occurence,Link To The File Of Last Occurence/When Adressed,Introduction Time,Last Occurence (even solved or not),number of commits,adressed ?,Computing Management Debt,IaC Code Debt,Dependency Management,Security Debt,Networking Debt,Environment-Based Configuration Debt,Monitoring and Logging Debt,Test Debt
https://github.com/Worklytics/psoxy,2058,infra/modules/aws/main.tf,infra/modules/aws/main.tf,0,# todo,# TODO: take version from somewhere else here this isn't *necessary* the version if local build or remote artifact,# TODO: take version from somewhere else here this isn't *necessary* the version if local build or remote artifact,"module ""test_tool"" {
  count = var.install_test_tool ? 1 : 0

  source = ""../psoxy-test-tool""

  path_to_tools = ""${var.psoxy_base_dir}tools""
  # TODO: take version from somewhere else here; this isn't *necessary* the version if local build or remote artifact
  psoxy_version = module.psoxy_package.version
}
",module,"module ""test_tool"" {
  count = var.install_test_tool ? 1 : 0

  source = ""../psoxy-test-tool""

  path_to_tools = ""${var.psoxy_base_dir}tools""
  # TODO: take version from somewhere else here; this isn't *necessary* the version if local build or remote artifact
  psoxy_version = module.psoxy_package.version
}
",module,160,224.0,43055bd38ca21063c5d534c45a35c5f3c82f048c,e07a69ceca80240af2462aa09465535cc795d0b6,https://github.com/Worklytics/psoxy/blob/43055bd38ca21063c5d534c45a35c5f3c82f048c/infra/modules/aws/main.tf#L160,https://github.com/Worklytics/psoxy/blob/e07a69ceca80240af2462aa09465535cc795d0b6/infra/modules/aws/main.tf#L224,2023-07-07 15:05:16+00:00,2024-03-05 12:38:07-08:00,5,0,0,1,0,0,0,0,0,0
https://github.com/Worklytics/psoxy,622,infra/modules/worklytics-psoxy-connection-generic/variables.tf,infra/modules/worklytics-psoxy-connection-generic/variables.tf,0,# todo,# TODO: rename to `proxy_instance_id` in future versions avoid coupling to brand name,# TODO: rename to `proxy_instance_id` in future versions avoid coupling to brand name,"variable ""psoxy_instance_id"" {
  type        = string
  description = ""friendly unique-id for Psoxy instance""
  default     = null
}
",variable,"variable ""psoxy_instance_id"" {
  type        = string
  description = ""friendly unique-id for Psoxy instance""
  default     = null
}
",variable,1,1.0,df24acebb5a0d8049e753a7084cbf84c34e773b3,5937e6a45055a94ff2b493f96f21863d91699825,https://github.com/Worklytics/psoxy/blob/df24acebb5a0d8049e753a7084cbf84c34e773b3/infra/modules/worklytics-psoxy-connection-generic/variables.tf#L1,https://github.com/Worklytics/psoxy/blob/5937e6a45055a94ff2b493f96f21863d91699825/infra/modules/worklytics-psoxy-connection-generic/variables.tf#L1,2023-01-16 09:59:11-08:00,2024-03-06 18:11:21+00:00,3,0,0,1,0,0,0,0,0,0
https://github.com/chanzuckerberg/cztack,21,aws-ecs-job/main.tf,aws-ecs-job/main.tf,0,implementation,# Defaults to a minimal hello-world implementation should be updated separately from,"# Default container definition if var.manage_task_definition == false 
 # Defaults to a minimal hello-world implementation; should be updated separately from 
 # Terraform, e.g. using ecs deploy or czecs","locals {
  template = <<TEMPLATE
[
  {
    ""name"": ""${local.container_name}"",
    ""image"": ""library/busybox:1.29"",
    ""command"": [""sh"", ""-c"", ""while true; do { echo -e 'HTTP/1.1 200 OK\r\n\nRunning stub server'; date; } | nc -l -p 8080; done""],
    ""memoryReservation"": 4
  }
]
TEMPLATE
}
",locals,"locals {
  template = <<TEMPLATE
[
  {
    ""name"": ""${local.container_name}"",
    ""image"": ""library/busybox:1.29"",
    ""command"": [""sh"", ""-c"", ""while true; do { echo -e 'HTTP/1.1 200 OK\r\n\nRunning stub server'; date; } | nc -l -p 8080; done""],
    ""memoryReservation"": 4
  }
]
TEMPLATE
}
",locals,52,68.0,6918848f1dab99c67e49d21bdc839d907ff8b647,093abc491ab7fdbc1693d8360da3a386dd81f7fe,https://github.com/chanzuckerberg/cztack/blob/6918848f1dab99c67e49d21bdc839d907ff8b647/aws-ecs-job/main.tf#L52,https://github.com/chanzuckerberg/cztack/blob/093abc491ab7fdbc1693d8360da3a386dd81f7fe/aws-ecs-job/main.tf#L68,2019-09-25 09:47:44-07:00,2019-10-08 07:57:34-07:00,3,0,1,1,1,0,0,0,0,0
https://github.com/ManagedKube/kubernetes-ops,7,terraform-modules/aws/msk_1.0.9/module/context.tf,terraform-modules/aws/msk_1.0.9/module/context.tf,0,fix,"# which was not fixed until Terraform 1.0.0,","# Note: we have to use [] instead of null for unset lists due to 
 # https://github.com/hashicorp/terraform/issues/28137 
 # which was not fixed until Terraform 1.0.0, 
 # but we want the default to be all the labels in `label_order` 
 # and we want users to be able to prevent all tag generation 
 # by setting `labels_as_tags` to `[]`, so we need 
 # a different sentinel to indicate ""default""","variable ""context"" {
  type = any
  default = {
    enabled             = true
    namespace           = null
    tenant              = null
    environment         = null
    stage               = null
    name                = null
    delimiter           = null
    attributes          = []
    tags                = {}
    additional_tag_map  = {}
    regex_replace_chars = null
    label_order         = []
    id_length_limit     = null
    label_key_case      = null
    label_value_case    = null
    descriptor_formats  = {}
    # Note: we have to use [] instead of null for unset lists due to
    # https://github.com/hashicorp/terraform/issues/28137
    # which was not fixed until Terraform 1.0.0,
    # but we want the default to be all the labels in `label_order`
    # and we want users to be able to prevent all tag generation
    # by setting `labels_as_tags` to `[]`, so we need
    # a different sentinel to indicate ""default""
    labels_as_tags = [""unset""]
  }
  description = <<-EOT
    Single object for setting entire context at once.
    See description of individual variables for details.
    Leave string and numeric variables as `null` to use default value.
    Individual variable settings (non-null) override settings in context object,
    except for attributes, tags, and additional_tag_map, which are merged.
  EOT

  validation {
    condition     = lookup(var.context, ""label_key_case"", null) == null ? true : contains([""lower"", ""title"", ""upper""], var.context[""label_key_case""])
    error_message = ""Allowed values: `lower`, `title`, `upper`.""
  }

  validation {
    condition     = lookup(var.context, ""label_value_case"", null) == null ? true : contains([""lower"", ""title"", ""upper"", ""none""], var.context[""label_value_case""])
    error_message = ""Allowed values: `lower`, `title`, `upper`, `none`.""
  }
}
",variable,"variable ""context"" {
  type = any
  default = {
    enabled             = true
    namespace           = null
    tenant              = null
    environment         = null
    stage               = null
    name                = null
    delimiter           = null
    attributes          = []
    tags                = {}
    additional_tag_map  = {}
    regex_replace_chars = null
    label_order         = []
    id_length_limit     = null
    label_key_case      = null
    label_value_case    = null
    descriptor_formats  = {}
    # Note: we have to use [] instead of null for unset lists due to
    # https://github.com/hashicorp/terraform/issues/28137
    # which was not fixed until Terraform 1.0.0,
    # but we want the default to be all the labels in `label_order`
    # and we want users to be able to prevent all tag generation
    # by setting `labels_as_tags` to `[]`, so we need
    # a different sentinel to indicate ""default""
    labels_as_tags = [""unset""]
  }
  description = <<-EOT
    Single object for setting entire context at once.
    See description of individual variables for details.
    Leave string and numeric variables as `null` to use default value.
    Individual variable settings (non-null) override settings in context object,
    except for attributes, tags, and additional_tag_map, which are merged.
  EOT

  validation {
    condition     = lookup(var.context, ""label_key_case"", null) == null ? true : contains([""lower"", ""title"", ""upper""], var.context[""label_key_case""])
    error_message = ""Allowed values: `lower`, `title`, `upper`.""
  }

  validation {
    condition     = lookup(var.context, ""label_value_case"", null) == null ? true : contains([""lower"", ""title"", ""upper"", ""none""], var.context[""label_value_case""])
    error_message = ""Allowed values: `lower`, `title`, `upper`, `none`.""
  }
}
",variable,71,71.0,c8193c7d74e2f7c624f0867337294cb66a2b9469,c8193c7d74e2f7c624f0867337294cb66a2b9469,https://github.com/ManagedKube/kubernetes-ops/blob/c8193c7d74e2f7c624f0867337294cb66a2b9469/terraform-modules/aws/msk_1.0.9/module/context.tf#L71,https://github.com/ManagedKube/kubernetes-ops/blob/c8193c7d74e2f7c624f0867337294cb66a2b9469/terraform-modules/aws/msk_1.0.9/module/context.tf#L71,2023-12-14 10:29:30-08:00,2023-12-14 10:29:30-08:00,1,0,0,1,1,0,0,0,0,0
https://github.com/SUSE/ha-sap-terraform-deployments,346,azure/salt_provisioner.tf,azure/salt_provisioner.tf,0,// todo,// TODO: add or don't add this (from libvirt),"// TODO: add or don't add this (from libvirt) 
 // network_domain: ${var.network_domain}  ","resource ""null_resource"" ""monitoring_provisioner"" {
  count = var.provisioner == ""salt"" ? 1 : 0


  triggers = {
    monitoring_id = azurerm_virtual_machine.monitoring.id
  }

  connection {
    host        = data.azurerm_public_ip.monitoring.ip_address
    type        = ""ssh""
    user        = var.admin_user
    private_key = file(var.private_key_location)
  }

  provisioner ""file"" {
    source      = ""../salt""
    destination = ""/tmp""
  }

  provisioner ""file"" {
    content     = data.template_file.salt_provisioner.rendered
    destination = ""/tmp/salt_provisioner.sh""
  }

// TODO: add or don't add this (from libvirt)
// network_domain: ${var.network_domain}


  provisioner ""file"" {
    content = <<EOF
provider: azure
role: monitoring
name_prefix: ${terraform.workspace}-${var.name}
hostname: ${terraform.workspace}-${var.name}${var.monitoring_count > 1 ? ""0${count.index + 1}"" : """"}
timezone: ${var.timezone}
reg_code: ${var.reg_code}
reg_email: ${var.reg_email}
reg_additional_modules: {${join("", "",formatlist(""'%s': '%s'"",keys(var.reg_additional_modules),values(var.reg_additional_modules),),)}}
additional_repos: {${join("", "",formatlist(""'%s': '%s'"",keys(var.additional_repos),values(var.additional_repos),),)}}
additional_packages: [${join("", "", formatlist(""'%s'"", var.additional_packages))}]
authorized_keys: [${trimspace(file(var.public_key_location))},${trimspace(file(var.public_key_location))}]
host_ips: [${join("", "", formatlist(""'%s'"", [var.monitoring_srv_ip]))}]
host_ip: ${var.monitoring_srv_ip}
role: monitoring
provider: libvirt
ha_sap_deployment_repo: ${var.ha_sap_deployment_repo}
monitored_services: [${join("", "", formatlist(""'%s'"", var.monitored_services))}]
EOF

destination = ""/tmp/grains""
}

provisioner ""remote-exec"" {
  inline = [
    ""${var.background ? ""nohup"" : """"} sudo sh /tmp/salt_provisioner.sh > /tmp/provisioning.log ${var.background ? ""&"" : """"}"",
    ""return_code=$? && sleep 1 && exit $return_code"",
  ] # Workaround to let the process start in background properly
}

}
",resource,"resource ""null_resource"" ""monitoring_provisioner"" {
  count = var.provisioner == ""salt"" ? 1 : 0


  triggers = {
    monitoring_id = azurerm_virtual_machine.monitoring.id
  }

  connection {
    host        = data.azurerm_public_ip.monitoring.ip_address
    type        = ""ssh""
    user        = var.admin_user
    private_key = file(var.private_key_location)
  }

  provisioner ""file"" {
    source      = ""../salt""
    destination = ""/tmp""
  }

  provisioner ""file"" {
    content     = data.template_file.salt_provisioner.rendered
    destination = ""/tmp/salt_provisioner.sh""
  }
  provisioner ""file"" {
    content = <<EOF
provider: azure
role: monitoring
name_prefix: ${terraform.workspace}-monitoring
hostname: ${terraform.workspace}-monitoring
timezone: ${var.timezone}
reg_code: ${var.reg_code}
reg_email: ${var.reg_email}
reg_additional_modules: {${join("", "", formatlist(""'%s': '%s'"", keys(var.reg_additional_modules), values(var.reg_additional_modules), ), )}}
additional_repos: {${join("", "", formatlist(""'%s': '%s'"", keys(var.additional_repos), values(var.additional_repos), ), )}}
additional_packages: [${join("", "", formatlist(""'%s'"", var.additional_packages))}]
authorized_keys: [${trimspace(file(var.public_key_location))},${trimspace(file(var.public_key_location))}]
host_ips: [${join("", "", formatlist(""'%s'"", [var.monitoring_srv_ip]))}]
host_ip: ${var.monitoring_srv_ip}
ha_sap_deployment_repo: ${var.ha_sap_deployment_repo}
monitored_services: [${join("", "", formatlist(""'%s'"", var.monitored_services))}]
network_domain: ""tf.local""
EOF

    destination = ""/tmp/grains""
  }

  provisioner ""remote-exec"" {
    inline = [
      ""${var.background ? ""nohup"" : """"} sudo sh /tmp/salt_provisioner.sh > /tmp/provisioning.log ${var.background ? ""&"" : """"}"",
      ""return_code=$? && sleep 1 && exit $return_code"",
    ] # Workaround to let the process start in background properly
  }

}
",resource,192,,f41baea2a7a45b527e944b62bcab73612c693e02,3d715fbde7f5b9ad25c6c317103955efc32e12b3,https://github.com/SUSE/ha-sap-terraform-deployments/blob/f41baea2a7a45b527e944b62bcab73612c693e02/azure/salt_provisioner.tf#L192,https://github.com/SUSE/ha-sap-terraform-deployments/blob/3d715fbde7f5b9ad25c6c317103955efc32e12b3/azure/salt_provisioner.tf,2019-09-05 00:01:31+02:00,2019-09-05 00:01:59+02:00,3,1,0,1,0,0,1,0,0,0
https://github.com/camptocamp/devops-stack,1,modules/aks-azure/main.tf,modules/aks/azure/main.tf,1,# todo,# TODO: I'm not sure this is required,# TODO: I'm not sure this is required,"resource ""azurerm_role_assignment"" ""reader"" {
  scope                = format(""%s/resourcegroups/%s"", data.azurerm_subscription.primary.id, module.cluster.node_resource_group)
  role_definition_name = ""Reader""
  principal_id         = azurerm_user_assigned_identity.cert_manager.principal_id
}
",resource,,,157,0.0,a8d46993274079cba8165c95371bc5b385f9b815,23a76321726eca45b1852f9cbb9a5a46dd17c13e,https://github.com/camptocamp/devops-stack/blob/a8d46993274079cba8165c95371bc5b385f9b815/modules/aks-azure/main.tf#L157,https://github.com/camptocamp/devops-stack/blob/23a76321726eca45b1852f9cbb9a5a46dd17c13e/modules/aks/azure/main.tf#L0,2020-12-03 18:17:13+01:00,2023-04-03 16:40:29+02:00,48,2,0,1,0,1,0,0,0,0
https://github.com/terraform-google-modules/terraform-google-bigquery,7,variables.tf,variables.tf,0,#todo,#TODO: update the descriptions and change the defaults if needed,"/** 
 * Copyright 2018 Google LLC 
 * 
 * Licensed under the Apache License, Version 2.0 (the ""License""); 
 * you may not use this file except in compliance with the License. 
 * You may obtain a copy of the License at 
 * 
 *      http://www.apache.org/licenses/LICENSE-2.0 
 * 
 * Unless required by applicable law or agreed to in writing, software 
 * distributed under the License is distributed on an ""AS IS"" BASIS, 
 * WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied. 
 * See the License for the specific language governing permissions and 
 * limitations under the License. 
 */  
 #TODO: update the descriptions and change the defaults if needed","variable ""dataset_id"" {
  description = ""update""
}
",variable,"variable ""dataset_id"" {
  description = ""Unique ID for the dataset being provisioned""
}
",variable,17,,d56aa2c9a80343d60eed3e1a7d24962be31ee0b6,a7966ae4afc7bb73842fb9fd6f0f708b359cf36e,https://github.com/terraform-google-modules/terraform-google-bigquery/blob/d56aa2c9a80343d60eed3e1a7d24962be31ee0b6/variables.tf#L17,https://github.com/terraform-google-modules/terraform-google-bigquery/blob/a7966ae4afc7bb73842fb9fd6f0f708b359cf36e/variables.tf,2018-11-20 10:30:15-05:00,2019-01-28 12:41:47-05:00,5,1,0,1,0,0,0,0,0,0
https://github.com/terraform-aws-modules/terraform-aws-eks,357,main.tf,main.tf,0,todo,# TODO - hopefully this can be removed once the AWS endpoint is named properly in China,"# TODO - hopefully this can be removed once the AWS endpoint is named properly in China 
 # https://github.com/terraform-aws-modules/terraform-aws-eks/issues/1904","locals {
  iam_role_name     = coalesce(var.iam_role_name, ""${var.cluster_name}-cluster"")
  policy_arn_prefix = ""arn:${data.aws_partition.current.partition}:iam::aws:policy""

  # TODO - hopefully this can be removed once the AWS endpoint is named properly in China
  # https://github.com/terraform-aws-modules/terraform-aws-eks/issues/1904
  dns_suffix = coalesce(var.cluster_iam_role_dns_suffix, data.aws_partition.current.dns_suffix)
}
",locals,"locals {
  create = var.create && var.putin_khuylo

  partition = data.aws_partition.current.partition

  cluster_role = try(aws_iam_role.this[0].arn, var.iam_role_arn)

  create_outposts_local_cluster    = length(var.outpost_config) > 0
  enable_cluster_encryption_config = length(var.cluster_encryption_config) > 0 && !local.create_outposts_local_cluster
}
",locals,176,,9af0c2495a1fe7a02411ac436f48f6d9ca8b359f,6b40bdbb1d283d9259f43b03d24dca99cc1eceff,https://github.com/terraform-aws-modules/terraform-aws-eks/blob/9af0c2495a1fe7a02411ac436f48f6d9ca8b359f/main.tf#L176,https://github.com/terraform-aws-modules/terraform-aws-eks/blob/6b40bdbb1d283d9259f43b03d24dca99cc1eceff/main.tf,2022-03-02 18:26:20+01:00,2024-02-02 09:36:25-05:00,46,1,0,1,1,0,0,0,0,0
https://github.com/nasa/cumulus,293,tf-modules/archive/process_dead_letter_archive.tf,tf-modules/archive/process_dead_letter_archive.tf,0,todo,"// TODO - need sns topic ARNs for granules, PDRs","// TODO - need sns topic ARNs for granules, PDRs","resource ""aws_lambda_function"" ""process_dead_letter_archive"" {
  filename         = ""${path.module}/../../packages/api/dist/processDeadLetterArchive/lambda.zip""
  source_code_hash = filebase64sha256(""${path.module}/../../packages/api/dist/processDeadLetterArchive/lambda.zip"")
  function_name    = ""${var.prefix}-processDeadLetterArchive""
  role             = aws_iam_role.process_dead_letter_archive_role.arn
  handler          = ""index.handler""
  runtime          = ""nodejs12.x""
  timeout          = 300
  memory_size      = 512

  environment {
    // TODO - need sns topic ARNs for granules, PDRs
    variables = {
      acquireTimeoutMillis      = var.rds_connection_timing_configuration.acquireTimeoutMillis
      createRetryIntervalMillis = var.rds_connection_timing_configuration.createRetryIntervalMillis
      createTimeoutMillis       = var.rds_connection_timing_configuration.createTimeoutMillis
      databaseCredentialSecretArn = var.rds_user_access_secret_arn
      execution_sns_topic_arn   = aws_sns_topic.report_executions_topic.arn
      RDS_DEPLOYMENT_CUMULUS_VERSION = ""9.0.0""
      ExecutionsTable           = var.dynamo_tables.executions.name
      GranulesTable             = var.dynamo_tables.granules.name
      idleTimeoutMillis         = var.rds_connection_timing_configuration.idleTimeoutMillis
      PdrsTable                 = var.dynamo_tables.pdrs.name
      reapIntervalMillis        = var.rds_connection_timing_configuration.reapIntervalMillis
      stackName                 = var.prefix
      system_bucket             = var.system_bucket
      ES_HOST = var.elasticsearch_hostname
    }
  }

  dynamic ""vpc_config"" {
    for_each = length(var.lambda_subnet_ids) == 0 ? [] : [1]
    content {
      subnet_ids = var.lambda_subnet_ids
      security_group_ids = compact([
        aws_security_group.no_ingress_all_egress[0].id,
        var.rds_security_group
      ])
    }
  }

  tags = var.tags
}
",resource,"resource ""aws_lambda_function"" ""process_dead_letter_archive"" {
  filename         = ""${path.module}/../../packages/api/dist/processDeadLetterArchive/lambda.zip""
  source_code_hash = filebase64sha256(""${path.module}/../../packages/api/dist/processDeadLetterArchive/lambda.zip"")
  function_name    = ""${var.prefix}-processDeadLetterArchive""
  role             = aws_iam_role.process_dead_letter_archive_role.arn
  handler          = ""index.handler""
  runtime          = ""nodejs12.x""
  timeout          = 300
  memory_size      = 512

  environment {
    variables = {
      acquireTimeoutMillis           = var.rds_connection_timing_configuration.acquireTimeoutMillis
      createRetryIntervalMillis      = var.rds_connection_timing_configuration.createRetryIntervalMillis
      createTimeoutMillis            = var.rds_connection_timing_configuration.createTimeoutMillis
      databaseCredentialSecretArn    = var.rds_user_access_secret_arn
      ExecutionsTable                = var.dynamo_tables.executions.name
      execution_sns_topic_arn        = aws_sns_topic.report_executions_topic.arn
      GranulesTable                  = var.dynamo_tables.granules.name
      granule_sns_topic_arn          = aws_sns_topic.report_granules_topic.arn
      idleTimeoutMillis              = var.rds_connection_timing_configuration.idleTimeoutMillis
      PdrsTable                      = var.dynamo_tables.pdrs.name
      pdr_sns_topic_arn              = aws_sns_topic.report_pdrs_topic.arn
      reapIntervalMillis             = var.rds_connection_timing_configuration.reapIntervalMillis
      stackName                      = var.prefix
      system_bucket                  = var.system_bucket
      RDS_DEPLOYMENT_CUMULUS_VERSION = ""9.0.0""
      ES_HOST                        = var.elasticsearch_hostname
    }
  }

  dynamic ""vpc_config"" {
    for_each = length(var.lambda_subnet_ids) == 0 ? [] : [1]
    content {
      subnet_ids = var.lambda_subnet_ids
      security_group_ids = compact([
        aws_security_group.no_ingress_all_egress[0].id,
        var.rds_security_group
      ])
    }
  }

  tags = var.tags
}
",resource,93,,a40c205c230cbcfb49db60e837ad202735c8b87f,f5132068ea6e260efe90a13f49d106023930a716,https://github.com/nasa/cumulus/blob/a40c205c230cbcfb49db60e837ad202735c8b87f/tf-modules/archive/process_dead_letter_archive.tf#L93,https://github.com/nasa/cumulus/blob/f5132068ea6e260efe90a13f49d106023930a716/tf-modules/archive/process_dead_letter_archive.tf,2021-09-23 13:03:56-04:00,2021-10-14 09:38:42-07:00,3,1,1,1,0,0,0,0,0,0
https://github.com/compiler-explorer/infra,161,terraform/security.tf,terraform/security.tf,0,# todo,# TODO! hardcoded from another,"    ""CI""          = ""sg-0b6cec49789cbf1a8""  # TODO! hardcoded from another","resource ""aws_security_group_rule"" ""efs_inbound"" {
  for_each                 = {
    ""Admin""       = aws_security_group.AdminNode.id,
    ""Compilation"" = aws_security_group.CompilerExplorer.id
    ""Builder""     = aws_security_group.Builder.id
    ""CI""          = ""sg-0b6cec49789cbf1a8""  # TODO! hardcoded from another
  }
  security_group_id        = aws_security_group.efs.id
  type                     = ""ingress""
  from_port                = 0
  to_port                  = 65535
  protocol                 = ""all""
  source_security_group_id = each.value
  description              = ""${each.key} node acccess""
}
",resource,"resource ""aws_security_group_rule"" ""efs_inbound"" {
  for_each                 = {
    ""Admin""       = aws_security_group.AdminNode.id,
    ""Compilation"" = aws_security_group.CompilerExplorer.id
    ""Builder""     = aws_security_group.Builder.id
  }
  security_group_id        = aws_security_group.efs.id
  type                     = ""ingress""
  from_port                = 0
  to_port                  = 65535
  protocol                 = ""all""
  source_security_group_id = each.value
  description              = ""${each.key} node acccess""
}
",resource,419,,31bbd3c4f99d686ec26a81b00435dcb6c7538f7f,f6a403d5c5294ac511990056b94a449e34f0fbdf,https://github.com/compiler-explorer/infra/blob/31bbd3c4f99d686ec26a81b00435dcb6c7538f7f/terraform/security.tf#L419,https://github.com/compiler-explorer/infra/blob/f6a403d5c5294ac511990056b94a449e34f0fbdf/terraform/security.tf,2021-10-27 08:34:58-05:00,2021-10-27 08:55:44-05:00,2,1,0,1,0,1,0,1,0,0
