Row,chatgpt,claude,deepseek,gemini,gemma,qwen
242,1,1,1,1,1,1
243,1,1,1,1,1,1
244,1,0,1,1,1,1
245,1,0,1,1,1,1
246,1,0,1,1,1,1
247,1,1,1,1,1,0
248,1,0,1,1,0,1
249,1,0,1,0,0,0
250,1,1,1,1,1,1
251,1,1,1,0,1,1
252,1,1,1,1,1,1
253,0,0,0,0,0,0
254,1,0,1,1,1,1
255,0,0,0,1,0,0
256,1,0,1,1,0,0
257,0,0,1,0,0,0
258,1,1,1,1,1,1
259,1,1,1,1,1,1
260,0,0,0,1,0,0
261,1,0,1,1,1,0
262,0,0,0,1,1,0
263,0,0,0,0,0,0
264,1,1,1,1,1,1
265,0,1,1,0,1,1
266,1,1,1,1,1,1
267,1,0,1,1,1,1
268,0,0,0,0,0,0
269,1,0,1,1,0,0
270,1,0,0,1,0,1
271,1,0,1,1,1,0
272,1,0,1,1,1,1
273,0,0,0,0,0,0
274,1,1,1,1,1,0
275,0,0,0,0,0,0
276,1,0,1,1,1,1
277,0,0,1,1,0,0
278,1,1,1,1,1,1
279,1,1,1,1,1,1
280,1,1,1,1,1,1
281,0,0,0,0,0,0
282,1,1,1,1,1,1
283,1,0,1,0,1,0
284,1,1,1,1,1,1
285,1,0,0,1,0,0
286,1,0,0,0,1,0
287,0,0,1,1,0,0
288,1,1,1,1,1,1
289,1,1,1,1,1,1
290,1,1,1,1,1,0
291,1,1,1,1,1,0
292,0,0,0,1,0,1
293,0,0,1,0,1,0
294,1,1,1,1,1,0
295,1,1,1,1,1,1
296,1,0,0,0,0,0
297,1,1,1,1,1,1
298,0,0,1,1,0,1
299,1,0,0,0,0,1
300,0,0,0,0,0,0
301,1,1,1,1,1,0
302,1,1,1,1,1,1
303,0,1,0,0,0,0
304,0,1,1,1,1,1
305,0,1,0,0,0,0
306,1,0,1,1,1,0
307,1,0,1,1,1,1
308,1,1,1,1,1,1
309,1,0,1,1,0,1
310,1,0,1,1,0,0
311,0,0,1,1,1,1
312,1,0,1,1,0,1
313,1,0,0,1,0,0
314,0,0,1,0,1,0
315,1,0,1,1,1,1
316,0,0,0,0,0,0
317,1,0,1,1,1,1
318,1,0,1,0,1,1
319,1,1,1,1,1,0
320,1,1,1,1,1,1
321,1,0,0,0,0,0
322,1,0,1,1,0,1
323,1,1,1,1,1,1
324,0,0,0,0,0,1
325,1,0,1,1,1,1
326,1,0,1,1,1,0
327,1,0,0,0,0,1
328,1,0,1,1,1,1
329,1,1,1,1,1,1
330,1,1,0,1,0,1
331,0,1,0,0,0,0
332,1,1,1,1,1,1
333,0,0,1,0,0,0
334,1,1,1,1,1,1
335,1,0,1,1,0,0
336,1,1,1,1,1,1
337,1,1,1,1,1,0
338,1,1,1,1,0,1
339,0,0,1,0,1,0
340,1,1,1,1,1,1
341,1,0,1,1,0,1
342,1,1,1,1,1,1
343,1,1,1,1,1,1
344,1,1,1,1,1,1
345,1,0,1,1,1,0
346,1,0,1,1,1,1
347,1,0,1,1,1,1
348,1,0,1,1,1,1
349,1,1,1,0,0,0
350,1,1,0,1,1,0
351,1,1,1,1,1,1
352,0,0,1,0,0,0
353,1,1,1,1,1,1
354,1,1,1,1,1,1
355,1,0,1,1,1,0
356,1,1,1,1,1,1
357,1,1,1,1,1,1
358,1,1,1,1,1,0
359,1,1,0,1,1,1
360,0,1,1,1,1,1
361,0,1,0,0,0,1
362,1,0,1,1,0,1
363,1,1,1,1,1,1
364,0,0,0,0,0,0
365,1,1,1,1,1,0
366,1,0,1,1,1,0
367,1,1,1,1,1,1
368,1,0,1,1,1,0
369,0,0,0,0,0,1
370,1,1,1,1,1,1
371,1,0,1,1,1,1
372,1,1,1,1,0,1
373,0,1,1,1,1,0
374,1,0,0,1,0,0
375,1,1,1,1,1,0
376,1,1,1,1,1,1
377,1,1,1,1,1,1
378,1,0,1,0,0,1
379,0,0,1,1,1,0
380,1,1,1,1,1,1
381,1,0,0,1,0,0
382,1,0,1,1,0,0
383,1,1,0,0,1,0
384,0,1,1,1,1,0
385,1,0,0,1,0,0
386,1,1,1,1,1,1
387,1,1,1,1,1,1
388,1,0,0,1,1,0
389,0,0,1,1,0,1
390,1,1,1,1,1,1
391,1,1,1,1,1,1
392,0,0,0,0,0,1
393,0,0,0,1,1,0
394,1,0,1,1,0,1
395,0,0,0,0,0,0
396,1,1,1,1,1,1
397,0,0,0,0,0,1
398,1,1,1,1,1,0
399,1,1,1,1,1,1
400,1,0,1,1,1,0
401,0,1,1,0,0,0
402,0,0,1,0,0,1
403,0,0,1,0,0,1
404,0,0,1,1,0,0
405,1,0,1,1,1,0
406,0,0,0,0,1,0
407,0,0,0,0,0,0
408,1,1,1,1,0,1
409,1,1,1,1,1,1
410,1,0,0,0,0,0
411,1,1,1,1,1,0
412,1,1,1,1,1,1
413,1,1,1,1,1,1
414,1,0,1,1,1,0
415,1,1,1,1,1,1
416,1,1,1,1,1,1
417,0,0,0,0,0,0
418,0,0,0,0,0,0
419,0,0,0,0,0,0
420,1,1,1,1,1,1
421,1,1,1,1,1,1
422,1,1,1,1,1,0
423,1,0,1,1,0,1
424,0,0,1,0,1,0
425,1,1,1,1,1,1
426,1,0,1,1,0,1
427,1,0,1,0,0,0
428,1,0,0,1,1,0
429,1,0,0,0,0,0
430,1,1,1,0,0,1
431,0,1,0,0,1,0
432,0,1,1,1,1,0
433,0,0,0,0,0,1
434,1,1,1,1,1,0
435,1,1,1,1,1,1
436,1,1,1,1,1,1
437,1,1,1,1,1,1
438,0,1,1,1,1,1
439,1,0,1,1,0,0
440,1,1,1,1,1,1
441,1,1,1,1,1,1
442,1,1,1,0,1,0
443,1,1,1,1,1,1
444,1,0,0,1,0,1
445,1,1,1,0,0,1
446,0,0,0,0,0,0
447,0,0,0,0,0,0
448,1,0,1,1,1,0
449,1,0,1,1,1,0
450,1,1,1,1,1,1
451,0,0,0,1,0,0
452,1,0,1,1,1,0
453,1,0,1,1,0,1
454,1,0,1,1,1,1
455,1,1,1,1,1,1
456,1,0,0,1,1,0
457,1,1,1,1,1,0
458,1,1,1,1,1,0
459,1,1,1,1,1,1
460,0,0,1,0,0,0
461,1,0,1,1,1,1
462,1,0,1,1,1,1
463,1,1,1,1,1,1
464,1,0,1,1,1,1
465,1,0,0,1,0,0
466,1,1,1,1,1,1
467,0,0,0,0,0,0
468,1,1,0,1,1,0
469,0,0,1,1,1,0
470,0,1,1,1,0,0
471,0,0,0,0,0,0
472,0,1,1,0,0,0
473,0,0,1,1,1,0
474,1,0,1,1,1,1
475,0,0,1,1,0,0
476,1,0,1,1,1,0
477,1,0,0,0,0,0
478,1,1,1,1,1,1
479,1,0,1,1,0,1
480,1,0,1,1,1,0
481,1,0,1,1,1,1
482,1,0,1,1,1,0
483,1,1,1,1,1,1
484,1,0,1,1,0,0
485,1,1,1,1,1,1
486,1,1,1,1,1,1
487,1,1,1,1,1,0
488,1,0,0,0,0,0
489,1,0,0,1,0,0
490,0,1,1,1,1,1
491,0,0,0,0,0,0
492,1,1,1,1,1,1
493,1,1,1,1,1,1
494,1,0,1,1,0,0
495,0,1,1,1,1,1
496,1,0,1,1,0,0
497,0,0,1,0,0,1
498,1,1,0,1,1,1
499,0,0,1,0,0,1
500,1,0,1,1,0,0
501,1,1,1,1,1,0
502,1,1,1,1,1,1
503,1,1,1,1,0,1
504,1,0,1,1,1,1
505,1,0,1,1,1,0
506,1,0,1,0,0,1
507,1,1,1,1,1,1
508,1,1,1,1,1,1
509,0,0,1,1,1,1
510,0,0,1,0,0,0
511,1,1,1,1,0,0
512,0,0,0,0,0,0
513,1,0,1,1,1,0
514,1,1,1,1,1,1
515,1,1,1,1,1,1
516,1,0,1,1,0,0
517,1,1,1,1,1,1
518,1,0,1,1,0,1
519,1,0,1,1,0,1
520,1,0,1,1,0,0
521,1,1,1,1,1,1
522,0,1,1,1,1,0
523,1,1,1,1,1,1
524,0,0,0,0,0,0
525,1,1,1,1,1,1
526,1,0,1,0,0,1
527,1,1,1,1,1,1
528,1,0,1,1,0,1
529,1,1,1,1,0,0
530,1,0,1,1,1,1
531,1,1,1,1,1,0
532,1,1,1,1,1,1
533,1,0,1,1,0,1
534,1,1,1,1,0,1
535,1,0,1,1,0,0
536,1,0,1,1,0,1
537,1,0,1,1,0,1
538,1,0,1,1,0,1
539,1,0,1,1,0,1
540,0,0,0,0,0,0
541,1,0,1,0,1,1
542,1,0,1,1,0,1
543,1,0,1,1,1,1
544,1,0,1,1,0,1
545,1,0,1,1,1,0
546,0,0,0,0,0,0
547,0,0,1,1,0,0
548,1,1,1,1,1,0
549,1,1,1,1,1,1
550,1,0,1,1,1,1
551,1,1,1,1,1,1
552,1,1,1,0,1,0
553,0,0,0,0,1,0
554,1,1,1,1,1,1
555,0,0,1,1,0,0
556,1,0,1,1,0,0
557,1,0,1,1,0,1
558,1,1,1,1,1,1
559,0,0,1,1,1,1
560,1,1,1,1,1,1
561,1,0,1,1,0,1
562,1,0,1,1,1,1
563,0,0,0,0,1,0
564,0,1,1,1,0,1
565,0,0,0,1,0,0
566,1,1,1,1,1,1
567,1,0,1,1,1,1
568,1,1,1,1,1,1
569,1,1,1,1,1,1
570,0,1,0,1,1,0
571,0,0,0,0,0,0
572,1,1,1,1,1,1
573,1,0,0,1,0,1
574,0,0,1,1,0,0
575,0,0,0,0,0,1
576,1,1,1,1,1,1
577,1,1,1,1,1,1
578,1,1,1,1,1,1
579,1,1,0,0,1,0
580,1,0,1,1,0,1
581,1,0,1,1,1,1
582,0,0,0,1,0,0
583,1,1,1,1,1,1
584,0,1,0,0,1,0
585,0,0,0,0,0,0
586,0,0,0,1,0,1
587,1,1,1,1,1,1
588,1,0,1,1,0,0
589,0,1,0,0,0,0
590,0,1,0,0,0,0
591,1,1,1,1,1,1
592,1,0,1,1,1,1
593,0,0,0,0,0,0
594,1,1,1,1,1,1
595,0,1,1,1,1,1
596,1,0,1,1,1,1
597,0,0,0,0,0,0
598,1,0,1,1,1,1
599,1,0,1,1,0,1
600,0,0,0,0,1,0
601,1,0,1,1,1,1
602,1,1,1,1,1,1
603,1,1,1,1,1,1
604,0,1,1,1,1,0
605,0,0,1,1,1,0
606,1,1,1,1,1,1
607,1,0,1,1,0,0
608,1,1,1,1,1,1
609,0,0,0,0,1,0
610,1,1,1,1,1,1
611,1,1,1,1,1,1
612,1,1,1,1,0,1
613,1,1,1,0,0,1
614,1,0,1,1,0,1
615,1,1,1,1,1,0
616,1,0,1,1,0,1
617,1,1,1,1,1,0
618,1,1,0,0,0,0
619,1,0,1,1,1,0
620,1,1,1,1,1,1
621,1,1,0,1,1,0
622,1,1,1,1,1,1
623,1,1,1,1,1,0
624,1,1,0,0,1,0
625,1,1,1,1,1,1
626,0,0,0,0,0,0
627,1,0,1,1,1,1
628,1,0,1,1,0,0
629,0,0,1,0,0,0
630,0,0,1,1,0,0
631,1,1,1,1,1,1
632,1,1,1,1,1,1
633,1,1,0,1,0,1
634,1,0,1,1,0,1
635,1,1,1,1,1,1
636,1,1,0,0,1,0
637,1,1,1,1,1,1
638,1,1,1,1,1,0
639,1,0,1,1,0,1
640,1,0,1,1,1,0
641,1,0,1,1,1,1
642,1,1,1,1,1,0
643,1,0,1,1,0,1
644,1,1,1,1,0,0
645,1,1,1,1,1,0
646,0,0,0,0,0,0
647,1,1,1,1,1,1
648,1,0,1,1,1,1
649,1,1,1,1,1,1
650,1,1,1,1,1,0
651,0,0,0,0,0,0
652,1,0,0,1,1,0
653,1,0,1,1,0,1
654,1,0,1,1,1,0
655,1,1,0,1,0,1
656,1,0,1,1,0,1
657,1,0,1,1,1,1
658,0,0,0,0,0,0
659,1,1,0,1,1,1
660,0,0,1,0,0,0
661,1,0,1,1,0,1
662,1,1,1,1,1,1
663,1,0,1,0,1,1
664,1,0,1,0,0,0
665,1,1,1,1,1,1
666,1,1,1,1,1,0
667,1,1,1,1,1,1
668,1,1,1,1,1,1
669,1,0,1,1,0,1
670,1,1,1,1,1,0
671,1,0,1,1,1,1
672,0,0,1,1,1,0
673,0,0,1,1,0,1
674,1,1,1,1,1,0
675,0,1,0,0,0,1
676,0,0,0,0,0,1
677,1,0,1,1,0,1
678,1,0,0,0,0,1
679,0,0,0,1,0,1
680,1,1,1,1,1,0
