Row,chatgpt,claude,deepseek,gemini,gemma,qwen
51,0.125,0.125,0.125,0,0.25,0.125
52,0.178571428571429,0.5,0.375,0.375,0.5,0.25
53,0.125,0,0.125,0.125,0,0.232142857142857
54,0.25,0.321428571428571,0.214285714285714,0.375,0.125,0.0357142857142857
55,0.25,0.339285714285714,0.125,0.25,0.125,0.25
56,0,0.125,0.25,0,0.125,0.0714285714285714
57,0.107142857142857,0.25,0,0.0178571428571429,0.125,0.125
58,0,0.125,0.0357142857142857,0.142857142857143,0.125,0.25
59,0.214285714285714,0.321428571428571,0.196428571428571,0.125,0.142857142857143,0.25
60,0.25,0.214285714285714,0.125,0.25,0.107142857142857,0.142857142857143
61,0.25,0.25,0.125,0.232142857142857,0.375,0.285714285714286
62,0.125,0.25,0.125,0.160714285714286,0.25,0.0892857142857143
63,0.25,0.267857142857143,0.428571428571429,0.25,0.5,0.303571428571429
64,0,0.125,0.125,0.0357142857142857,0,0.125
65,0.0357142857142857,0.125,0.125,0.125,0,0
66,0,0.25,0,0,0.25,0.125
67,0.0178571428571429,0.125,0,0.125,0.125,0.0357142857142857
68,0,0.214285714285714,0,0,0.125,0
69,0.160714285714286,0.125,0.125,0,0,0.125
70,0.25,0.25,0.25,0.25,0.25,0.232142857142857
71,0,0.107142857142857,0,0,0.125,0.125
72,0.107142857142857,0.0357142857142857,0.125,0.125,0,0.25
73,0,0.25,0.25,0.125,0.232142857142857,0.178571428571429
74,0.125,0.267857142857143,0.125,0.125,0.25,0.125
75,0.25,0.375,0.25,0.25,0.375,0.357142857142857
76,0.125,0,0,0.125,0.125,0.107142857142857
77,0.339285714285714,0.375,0.267857142857143,0.125,0.196428571428571,0.214285714285714
78,0,0.375,0,0,0.25,0.0178571428571429
79,0,0.303571428571429,0,0,0.464285714285714,0.0535714285714286
80,0.25,0.125,0.0178571428571429,0.125,0,0.375
81,0.25,0.25,0.25,0.125,0.464285714285714,0.232142857142857
82,0.125,0.0178571428571429,0.125,0.125,0.125,0.375
83,0.0892857142857143,0.125,0.125,0,0.125,0.107142857142857
84,0.125,0.125,0.125,0,0.0357142857142857,0
85,0,0.267857142857143,0,0,0.25,0
86,0.25,0.125,0.25,0.142857142857143,0.125,0.25
87,0,0.25,0.160714285714286,0.125,0.267857142857143,0.25
88,0.0178571428571429,0.232142857142857,0.125,0,0.107142857142857,0.125
89,0,0,0,0,0,0
90,0,0.125,0,0,0.107142857142857,0
91,0.25,0.375,0.25,0.25,0.125,0.25
92,0.107142857142857,0.125,0,0.107142857142857,0.125,0.125
93,0.142857142857143,0.214285714285714,0.25,0.375,0.5,0.25
94,0,0.321428571428571,0,0,0.125,0.0357142857142857
95,0.25,0.25,0.25,0.0178571428571429,0.125,0.25
96,0,0.125,0.125,0.125,0.25,0
97,0.178571428571429,0.25,0.232142857142857,0.125,0.125,0.25
98,0.125,0,0.125,0,0,0.178571428571429
99,0.142857142857143,0.125,0.125,0.125,0.125,0.232142857142857
100,0.0357142857142857,0.125,0.125,0,0,0.125
101,0.107142857142857,0.142857142857143,0.125,0,0.125,0.0357142857142857
102,0.125,0.464285714285714,0.125,0.125,0,0.125
103,0.125,0.339285714285714,0.25,0.125,0.125,0.214285714285714
104,0,0.25,0,0,0.125,0
105,0,0.125,0.125,0.0178571428571429,0,0.125
106,0.107142857142857,0.214285714285714,0.125,0.125,0.25,0.25
107,0,0.0535714285714286,0.196428571428571,0.25,0.375,0
108,0.25,0.214285714285714,0.125,0.142857142857143,0.125,0.125
109,0.125,0.142857142857143,0.125,0.125,0.125,0.25
110,0,0.25,0,0,0.125,0
111,0.0892857142857143,0.107142857142857,0.125,0,0.0892857142857143,0.125
112,0,0.125,0,0,0.339285714285714,0
113,0.125,0.25,0.125,0.125,0.25,0.232142857142857
114,0.125,0.0714285714285714,0.125,0,0,0.125
115,0.107142857142857,0.428571428571429,0,0,0.428571428571429,0.285714285714286
116,0.178571428571429,0.232142857142857,0.25,0.125,0,0.178571428571429
117,0.125,0.125,0.125,0.125,0.125,0
118,0.178571428571429,0.392857142857143,0.125,0.107142857142857,0.267857142857143,0.160714285714286
119,0.125,0.375,0.357142857142857,0.125,0.25,0.214285714285714
120,0.125,0.25,0.125,0.125,0.125,0.125
121,0.125,0.107142857142857,0.25,0.25,0.0178571428571429,0.232142857142857
122,0.25,0.25,0.125,0.125,0.25,0.125
123,0.375,0.267857142857143,0.375,0.375,0.5,0.339285714285714
124,0.25,0.178571428571429,0.178571428571429,0.125,0.160714285714286,0.160714285714286
125,0.25,0.5,0.25,0.25,0.375,0.303571428571429
126,0.125,0.214285714285714,0.125,0.125,0.125,0
127,0,0.25,0.125,0,0.125,0.125
128,0,0.0357142857142857,0,0,0,0.196428571428571
129,0,0.125,0,0,0.125,0
130,0,0.0535714285714286,0,0,0,0
131,0.0178571428571429,0.517857142857143,0.107142857142857,0.125,0.125,0.232142857142857
132,0,0.125,0,0.0178571428571429,0.125,0.0714285714285714
133,0.0892857142857143,0.25,0.25,0,0.25,0.375
134,0.142857142857143,0.125,0.125,0.125,0.357142857142857,0
135,0.125,0.125,0.25,0.125,0.25,0.25
136,0,0.125,0,0,0.0892857142857143,0
137,0.0892857142857143,0.357142857142857,0,0.125,0.267857142857143,0.107142857142857
138,0.375,0.392857142857143,0.25,0.267857142857143,0.375,0.25
139,0,0.25,0,0,0.125,0.125
140,0.125,0.214285714285714,0.125,0.0178571428571429,0.125,0.125
141,0.125,0.125,0.125,0.125,0.125,0.125
142,0,0.214285714285714,0,0,0.125,0.0714285714285714
143,0,0,0,0,0,0.107142857142857
144,0.125,0.25,0.125,0.125,0.25,0.232142857142857
145,0,0,0,0,0,0
146,0.25,0.25,0.125,0.125,0.25,0.214285714285714
147,0.125,0,0.125,0.125,0.125,0
148,0,0.339285714285714,0.0714285714285714,0.125,0.107142857142857,0.0357142857142857
149,0,0.482142857142857,0,0,0.125,0
150,0.125,0.125,0.125,0.125,0.125,0.25
151,0.25,0.482142857142857,0.25,0.392857142857143,0.392857142857143,0.303571428571429
152,0.125,0.142857142857143,0,0.0178571428571429,0.25,0.125
153,0.25,0.25,0.125,0.0892857142857143,0.125,0.25
154,0.142857142857143,0.339285714285714,0.25,0.125,0.25,0.25
155,0.160714285714286,0.125,0.214285714285714,0.125,0,0.25
156,0.25,0.232142857142857,0.25,0.232142857142857,0.375,0.375
157,0.125,0.125,0.214285714285714,0.125,0.25,0.232142857142857
158,0,0.125,0.125,0.125,0.25,0.125
159,0.25,0.142857142857143,0.125,0.160714285714286,0.160714285714286,0.160714285714286
160,0.125,0.357142857142857,0.125,0.214285714285714,0.375,0.125
161,0.375,0.285714285714286,0.125,0.357142857142857,0.25,0.375
162,0.178571428571429,0.125,0,0,0,0.125
163,0.160714285714286,0,0.125,0,0,0.232142857142857
164,0.357142857142857,0.125,0.375,0.321428571428571,0.267857142857143,0.375
165,0.125,0.232142857142857,0,0,0.125,0.125
166,0.125,0.25,0.0357142857142857,0.125,0.125,0
167,0.125,0.125,0.25,0.125,0.125,0.25
168,0,0,0.125,0,0,0.125
169,0.125,0.375,0.125,0,0.125,0
170,0.25,0.25,0.25,0.214285714285714,0.267857142857143,0.232142857142857
171,0.107142857142857,0.25,0.125,0.125,0.125,0.125
172,0.0178571428571429,0.125,0.285714285714286,0.0178571428571429,0.125,0.375
173,0,0.0714285714285714,0,0,0,0
174,0.0714285714285714,0,0.178571428571429,0,0,0.339285714285714
175,0,0.178571428571429,0,0,0.125,0.125
176,0.25,0.375,0.375,0.375,0.375,0.232142857142857
177,0,0.375,0,0,0.125,0
178,0,0.125,0,0,0,0.214285714285714
179,0,0.0178571428571429,0,0.125,0,0.125
180,0.125,0.125,0.125,0.125,0.125,0.0357142857142857
181,0,0.25,0.125,0,0.125,0.0535714285714286
182,0.25,0.25,0.125,0.125,0.125,0.375
183,0.125,0.482142857142857,0.125,0.25,0.25,0.25
184,0.125,0.428571428571429,0.125,0.125,0.25,0.125
185,0.125,0.232142857142857,0.125,0.0178571428571429,0.196428571428571,0.142857142857143
186,0.25,0.607142857142857,0.125,0.142857142857143,0.375,0.25
187,0,0,0,0,0,0.0535714285714286
188,0.25,0.285714285714286,0.125,0,0.178571428571429,0.339285714285714
189,0,0.125,0,0,0,0.0178571428571429
190,0,0.0178571428571429,0,0,0,0
191,0.25,0.125,0.125,0.160714285714286,0.25,0
192,0.107142857142857,0.125,0.125,0.125,0.125,0.125
193,0.0535714285714286,0.160714285714286,0.125,0.125,0,0.142857142857143
194,0.125,0.125,0.125,0.125,0.25,0.25
195,0.25,0.375,0.375,0.375,0.25,0.232142857142857
196,0.125,0.232142857142857,0.25,0.25,0.125,0.375
197,0,0.125,0,0,0.0178571428571429,0.0535714285714286
198,0.0714285714285714,0.214285714285714,0.125,0.125,0.125,0.0714285714285714
199,0.25,0.267857142857143,0.125,0.25,0.375,0.125
200,0,0,0,0,0,0
201,0.125,0,0,0.125,0,0.160714285714286
202,0.0178571428571429,0.125,0.0892857142857143,0,0.0535714285714286,0.125
203,0,0.142857142857143,0.25,0.142857142857143,0.214285714285714,0
204,0.125,0.375,0.339285714285714,0.160714285714286,0.125,0.375
205,0,0.375,0,0.125,0.125,0
206,0.25,0.5,0.25,0.25,0.375,0.25
207,0,0,0,0,0.142857142857143,0.125
208,0.125,0.357142857142857,0.392857142857143,0.178571428571429,0.25,0.5
209,0,0.267857142857143,0,0,0,0.125
210,0,0.125,0.25,0,0.125,0.125
211,0.25,0.607142857142857,0.25,0.25,0.375,0.214285714285714
212,0.125,0.25,0.0178571428571429,0.125,0.125,0.125
213,0.285714285714286,0.375,0.339285714285714,0.375,0.357142857142857,0.375
214,0.25,0.25,0.25,0.232142857142857,0.25,0.125
215,0.125,0.267857142857143,0,0.125,0.125,0.25
216,0.125,0.25,0,0.0178571428571429,0.160714285714286,0.0178571428571429
217,0.142857142857143,0.339285714285714,0.125,0.125,0.125,0.125
218,0.0357142857142857,0.375,0,0,0,0.125
219,0.125,0.214285714285714,0,0,0,0
220,0,0.125,0,0,0.0892857142857143,0.0178571428571429
221,0,0.0178571428571429,0,0,0,0
222,0.125,0.375,0.160714285714286,0.125,0.25,0.0178571428571429
223,0,0.0892857142857143,0,0,0,0.125
224,0,0.125,0,0.107142857142857,0.0714285714285714,0
225,0.214285714285714,0.125,0.25,0.25,0.339285714285714,0.125
226,0.125,0,0,0,0,0.107142857142857
227,0.125,0.375,0.125,0.125,0.25,0.107142857142857
228,0.0535714285714286,0.125,0,0.125,0,0.321428571428571
229,0.125,0.125,0.125,0.125,0.196428571428571,0.25
230,0,0,0,0,0,0.0535714285714286
231,0.0357142857142857,0.625,0.25,0.125,0.25,0.125
232,0.125,0.125,0,0,0.125,0.0357142857142857
233,0,0.125,0,0.0178571428571429,0.125,0.125
234,0,0,0.125,0,0,0.125
235,0.232142857142857,0.142857142857143,0.125,0.125,0,0.25
236,0.142857142857143,0.375,0.196428571428571,0.142857142857143,0.392857142857143,0.107142857142857
237,0,0.125,0,0,0,0.0714285714285714
238,0,0.107142857142857,0,0,0.0714285714285714,0
239,0,0.0357142857142857,0,0,0.125,0.125
240,0,0.160714285714286,0,0,0.125,0
241,0.0892857142857143,0.125,0,0,0.125,0.125
242,0,0.125,0.125,0.0357142857142857,0.125,0.125
243,0.0714285714285714,0.125,0,0.0178571428571429,0.125,0.125
244,0.125,0.160714285714286,0.125,0.0178571428571429,0.125,0.125
245,0,0.375,0,0,0.125,0
246,0.125,0.25,0.125,0.125,0.125,0.125
247,0.125,0.125,0.107142857142857,0.0535714285714286,0.125,0.375
248,0.125,0.25,0.125,0.125,0.25,0.125
249,0.125,0.375,0.125,0.25,0.25,0.25
250,0,0,0,0,0,0
251,0,0.125,0,0.25,0,0.125
252,0.125,0,0.125,0.125,0.125,0
253,0.25,0.25,0.25,0.25,0.375,0.178571428571429
254,0,0.178571428571429,0,0,0,0
255,0.214285714285714,0.25,0.25,0.125,0.25,0.375
256,0.125,0.25,0.125,0.125,0.25,0.232142857142857
257,0.25,0.464285714285714,0.125,0.25,0.535714285714286,0.160714285714286
258,0,0.125,0,0.125,0,0
259,0.0714285714285714,0.125,0,0,0,0
260,0.25,0.25,0.25,0.125,0.25,0.25
261,0.125,0.267857142857143,0.125,0.125,0.125,0.25
262,0.196428571428571,0.25,0.25,0.0535714285714286,0.125,0.25
263,0.375,0.375,0.375,0.375,0.375,0.339285714285714
264,0,0,0,0,0.125,0.0357142857142857
265,0.160714285714286,0.125,0.125,0.25,0.125,0.125
266,0,0,0,0,0,0
267,0,0.25,0,0.125,0.125,0.107142857142857
268,0.196428571428571,0.375,0.321428571428571,0.321428571428571,0.25,0.321428571428571
269,0.125,0.392857142857143,0.125,0.125,0.25,0.25
270,0.125,0.375,0.232142857142857,0.125,0.25,0.125
271,0.0178571428571429,0.232142857142857,0,0,0.125,0.232142857142857
272,0.125,0.142857142857143,0.125,0.125,0.125,0.125
273,0.267857142857143,0.375,0.375,0.375,0.375,0.25
274,0,0.125,0,0.0357142857142857,0,0.142857142857143
275,0.25,0.375,0.375,0.375,0.375,0.375
276,0,0.196428571428571,0.125,0,0.125,0.125
277,0.142857142857143,0.214285714285714,0.125,0.125,0.232142857142857,0.25
278,0,0.125,0,0,0,0
279,0,0.0178571428571429,0,0,0,0
280,0,0.125,0,0,0.125,0
281,0.267857142857143,0.232142857142857,0.25,0.25,0.375,0.321428571428571
282,0,0.0178571428571429,0,0.107142857142857,0,0.107142857142857
283,0.107142857142857,0.25,0.125,0.267857142857143,0.125,0.214285714285714
284,0,0.125,0.125,0,0.125,0.125
285,0.125,0.25,0.25,0.125,0.25,0.160714285714286
286,0.125,0.267857142857143,0.25,0.25,0.125,0.178571428571429
287,0.25,0.142857142857143,0.125,0.125,0.25,0.232142857142857
288,0,0.125,0,0,0.125,0
289,0.0535714285714286,0.0357142857142857,0,0,0,0
290,0.125,0.125,0.125,0.125,0.125,0.25
291,0.0178571428571429,0.0535714285714286,0,0.0535714285714286,0,0.142857142857143
292,0.196428571428571,0.375,0.25,0.125,0.25,0.125
293,0.25,0.5,0,0.25,0.125,0.410714285714286
294,0.0892857142857143,0.125,0,0,0,0.178571428571429
295,0.0714285714285714,0.125,0,0,0.0357142857142857,0.107142857142857
296,0.125,0.232142857142857,0.25,0.25,0.25,0.25
297,0,0.125,0,0,0.0535714285714286,0.125
298,0.232142857142857,0.25,0.125,0.125,0.142857142857143,0.125
299,0.125,0.142857142857143,0.25,0.232142857142857,0.375,0.125
300,0.375,0.375,0.375,0.375,0.25,0.303571428571429
301,0.0357142857142857,0,0.125,0.125,0.125,0.25
302,0.0357142857142857,0.125,0,0,0.125,0.125
303,0.25,0.125,0.214285714285714,0.267857142857143,0.25,0.357142857142857
304,0.25,0.125,0,0.0892857142857143,0,0
305,0.160714285714286,0.0357142857142857,0.375,0.25,0.375,0.160714285714286
306,0.125,0.285714285714286,0.125,0.125,0,0.232142857142857
307,0.125,0.25,0,0,0.125,0
308,0.125,0.125,0.0892857142857143,0,0.125,0.107142857142857
309,0.125,0.375,0.125,0.125,0.25,0.125
310,0.125,0.142857142857143,0,0.125,0.25,0.232142857142857
311,0.25,0.25,0,0.125,0.125,0
312,0.0892857142857143,0.232142857142857,0.107142857142857,0,0.214285714285714,0
313,0.125,0.142857142857143,0.25,0.125,0.25,0.303571428571429
314,0.25,0.375,0.125,0.232142857142857,0.125,0.196428571428571
315,0,0.25,0,0,0,0
316,0.375,0.5,0.375,0.375,0.5,0.25
317,0.125,0.321428571428571,0.125,0.125,0.125,0.125
318,0,0.196428571428571,0,0.232142857142857,0.125,0.125
319,0,0,0.125,0,0.125,0.214285714285714
320,0.107142857142857,0.125,0.0714285714285714,0,0.125,0.125
321,0.125,0.196428571428571,0.25,0.25,0.25,0.142857142857143
322,0,0.214285714285714,0,0,0.214285714285714,0.0357142857142857
323,0,0.125,0,0,0,0.0357142857142857
324,0.357142857142857,0.142857142857143,0.25,0.25,0.196428571428571,0.125
325,0,0.232142857142857,0,0,0,0
326,0.125,0.321428571428571,0.125,0.125,0.125,0.25
327,0.125,0.357142857142857,0.25,0.25,0.25,0.125
328,0.125,0.25,0.0892857142857143,0,0.0892857142857143,0.125
329,0.0357142857142857,0.125,0,0.0357142857142857,0.125,0.125
330,0.125,0.125,0.214285714285714,0.125,0.25,0.0892857142857143
331,0.25,0.125,0.375,0.25,0.25,0.375
332,0,0.125,0,0,0.107142857142857,0
333,0.178571428571429,0.25,0.125,0.375,0.25,0.375
334,0.125,0.125,0.125,0.125,0.125,0.125
335,0.125,0.625,0.0357142857142857,0.125,0.75,0.142857142857143
336,0.125,0.125,0,0.0357142857142857,0.125,0.125
337,0,0.125,0,0,0.125,0.232142857142857
338,0,0.125,0,0,0.678571428571429,0
339,0.160714285714286,0.25,0,0.160714285714286,0.125,0.160714285714286
340,0.125,0,0,0,0,0
341,0.125,0.5,0.125,0.125,0.25,0.125
342,0,0.0178571428571429,0,0.0178571428571429,0,0.0178571428571429
343,0,0,0,0,0,0.125
344,0,0.107142857142857,0,0,0.125,0
345,0.125,0.25,0.125,0,0,0.232142857142857
346,0,0.232142857142857,0,0,0.125,0.107142857142857
347,0,0.375,0.125,0,0.125,0.125
348,0.0178571428571429,0.25,0,0,0.125,0.125
349,0,0.125,0.125,0.142857142857143,0.142857142857143,0.25
350,0.125,0.125,0.25,0.125,0,0.160714285714286
351,0.125,0.125,0.125,0.107142857142857,0.125,0.125
352,0.196428571428571,0.214285714285714,0.125,0.375,0.25,0.25
353,0,0,0,0,0,0
354,0.0357142857142857,0.125,0,0.125,0.125,0.125
355,0.125,0.464285714285714,0.125,0.125,0.0357142857142857,0.142857142857143
356,0,0,0,0.107142857142857,0,0
357,0.0178571428571429,0.0178571428571429,0.0178571428571429,0,0,0.125
358,0,0,0,0,0.125,0.232142857142857
359,0,0.125,0.232142857142857,0,0,0.125
360,0.25,0.125,0.125,0.125,0.125,0.0714285714285714
361,0.25,0,0.25,0.25,0.25,0.125
362,0.125,0.285714285714286,0.125,0.125,0.25,0.125
363,0,0.125,0,0,0.125,0
364,0.25,0.5,0.25,0.25,0.375,0.25
365,0.125,0.125,0.125,0,0.125,0.25
366,0.125,0.375,0.125,0.125,0.125,0.25
367,0,0,0,0,0,0.107142857142857
368,0.125,0.25,0.125,0,0.125,0.232142857142857
369,0.25,0.625,0.25,0.25,0.375,0.125
370,0.0178571428571429,0.125,0,0.125,0.125,0
371,0.125,0.232142857142857,0,0,0,0.125
372,0.125,0.0178571428571429,0.125,0,0.25,0
373,0.25,0.0178571428571429,0.0892857142857143,0.107142857142857,0,0.25
374,0.125,0.25,0.25,0.125,0.25,0.232142857142857
375,0,0.125,0,0,0,0.232142857142857
376,0,0.0892857142857143,0,0,0.125,0.125
377,0.125,0.125,0.125,0.125,0.125,0.125
378,0.125,0.5,0.125,0.25,0.25,0.125
379,0.196428571428571,0.25,0.125,0,0.0714285714285714,0.214285714285714
380,0.125,0.125,0,0,0.107142857142857,0.125
381,0.125,0.25,0.232142857142857,0.125,0.25,0.160714285714286
382,0,0.25,0.125,0.125,0.25,0.25
383,0.125,0.125,0.25,0.25,0.125,0.25
384,0.339285714285714,0.125,0.125,0.125,0.107142857142857,0.25
385,0.125,0.5,0.375,0.125,0.25,0.357142857142857
386,0,0,0,0,0,0.125
387,0.125,0.125,0.125,0,0.107142857142857,0.125
388,0.125,0.5,0.25,0,0.125,0.321428571428571
389,0.160714285714286,0.25,0.125,0.125,0.375,0.125
390,0.125,0.125,0.125,0.125,0.125,0.0178571428571429
391,0,0,0.125,0,0,0.125
392,0.321428571428571,0.25,0.25,0.25,0.25,0.125
393,0.25,0.25,0.25,0.0714285714285714,0.125,0.25
394,0,0.160714285714286,0,0.0178571428571429,0.571428571428571,0
395,0.25,0.410714285714286,0.25,0.25,0.25,0.25
396,0,0.125,0,0,0,0
397,0.25,0.303571428571429,0.25,0.25,0.25,0.125
398,0,0.125,0.0535714285714286,0,0,0.196428571428571
399,0.125,0.107142857142857,0.125,0.125,0,0.0714285714285714
400,0.0357142857142857,0.25,0.107142857142857,0.125,0.125,0.375
401,0.25,0.125,0.125,0.25,0.375,0.357142857142857
402,0.25,0.357142857142857,0.125,0.357142857142857,0.339285714285714,0
403,0.25,0.25,0.125,0.25,0.25,0.125
404,0.160714285714286,0.25,0.125,0.125,0.25,0.25
405,0,0.232142857142857,0,0,0.0178571428571429,0.142857142857143
406,0.375,0.5,0.25,0.25,0.125,0.375
407,0.232142857142857,0.267857142857143,0.25,0.25,0.375,0.285714285714286
408,0.0178571428571429,0,0,0.125,0.160714285714286,0
409,0.0535714285714286,0.125,0.125,0.125,0.125,0.125
410,0.125,0.375,0.285714285714286,0.25,0.25,0.25
411,0.0892857142857143,0,0.125,0,0.125,0.375
412,0,0,0.125,0,0,0.125
413,0.125,0.125,0.125,0,0.125,0.0357142857142857
414,0.125,0.160714285714286,0,0.125,0.125,0.25
415,0.125,0.125,0.0714285714285714,0,0.125,0.125
416,0,0.125,0,0,0.125,0
417,0.25,0.375,0.25,0.25,0.375,0.232142857142857
418,0.25,0.375,0.5,0.232142857142857,0.375,0.5
419,0.25,0.285714285714286,0.25,0.25,0.392857142857143,0.25
420,0.125,0,0,0,0.125,0.0357142857142857
421,0,0,0.0178571428571429,0,0,0.0357142857142857
422,0.107142857142857,0.0178571428571429,0.125,0,0.125,0.196428571428571
423,0,0.625,0,0,0.25,0.107142857142857
424,0.142857142857143,0.375,0.125,0.232142857142857,0,0.303571428571429
425,0.125,0.125,0.107142857142857,0.125,0,0.125
426,0,0.232142857142857,0.125,0.107142857142857,0.142857142857143,0.0892857142857143
427,0.125,0.214285714285714,0.125,0.25,0.25,0.25
428,0.125,0.25,0.25,0.125,0.125,0.142857142857143
429,0.125,0.375,0.25,0.160714285714286,0.25,0.232142857142857
430,0.125,0.125,0.0892857142857143,0.214285714285714,0.25,0.0357142857142857
431,0.232142857142857,0.125,0.25,0.25,0.125,0.339285714285714
432,0.25,0.125,0.125,0,0.125,0.339285714285714
433,0.196428571428571,0.392857142857143,0.375,0.375,0.25,0.125
434,0.125,0,0.125,0.125,0,0.178571428571429
435,0,0.125,0,0.125,0.125,0.125
436,0,0.125,0,0.0178571428571429,0.125,0
437,0,0,0,0,0,0
438,0.214285714285714,0.125,0.125,0,0,0.125
439,0.0178571428571429,0.375,0.125,0.125,0.160714285714286,0.178571428571429
440,0.107142857142857,0.125,0.125,0,0.125,0.125
441,0.125,0,0.125,0.125,0,0.125
442,0.107142857142857,0.125,0,0.25,0.125,0.25
443,0,0.125,0,0.0357142857142857,0.125,0.107142857142857
444,0.125,0.375,0.25,0.125,0.25,0.125
445,0.125,0.125,0.125,0.25,0.25,0.125
446,0.232142857142857,0.25,0.25,0.25,0.375,0.196428571428571
447,0.25,0.303571428571429,0.25,0.25,0.25,0.357142857142857
448,0.0535714285714286,0.25,0.125,0.107142857142857,0,0.232142857142857
449,0.0357142857142857,0.339285714285714,0.125,0,0.125,0.25
450,0,0.125,0,0,0.125,0
451,0.214285714285714,0.375,0.25,0.125,0.25,0.428571428571429
452,0.125,0.357142857142857,0.125,0.125,0.125,0.160714285714286
453,0.125,0.375,0.125,0.125,0.25,0.125
454,0.125,0.25,0.125,0.125,0.125,0.125
455,0.125,0,0,0,0,0
456,0,0.142857142857143,0.25,0.0535714285714286,0.125,0.160714285714286
457,0,0.125,0.125,0.125,0,0.25
458,0.125,0,0.125,0,0,0.232142857142857
459,0,0.125,0.125,0,0.125,0.0357142857142857
460,0.267857142857143,0.321428571428571,0.125,0.25,0.25,0.142857142857143
461,0.125,0.25,0.125,0.125,0.125,0
462,0,0.392857142857143,0,0.0178571428571429,0,0
463,0.0714285714285714,0.125,0.125,0.0714285714285714,0.125,0.125
464,0.125,0.25,0.0178571428571429,0.125,0.125,0.0178571428571429
465,0,0.375,0.267857142857143,0.125,0.267857142857143,0.25
466,0.125,0.125,0,0.125,0.125,0.107142857142857
467,0.232142857142857,0.5,0.25,0.232142857142857,0.375,0.25
468,0.107142857142857,0.0178571428571429,0.25,0,0.0892857142857143,0.25
469,0.142857142857143,0.25,0.125,0.0357142857142857,0.125,0.232142857142857
470,0.25,0.125,0.125,0.125,0.232142857142857,0.178571428571429
471,0.285714285714286,0.25,0.25,0.267857142857143,0.25,0.232142857142857
472,0.214285714285714,0.125,0,0.25,0.25,0.357142857142857
473,0.160714285714286,0.25,0.125,0.125,0.125,0.25
474,0,0.267857142857143,0,0,0.125,0
475,0.285714285714286,0.25,0.107142857142857,0.0892857142857143,0.25,0.25
476,0.125,0.25,0,0,0.125,0.232142857142857
477,0.125,0.25,0.25,0.25,0.25,0.25
478,0,0.107142857142857,0,0,0,0.0892857142857143
479,0.125,0.160714285714286,0,0.125,0.25,0.107142857142857
480,0.125,0.25,0.125,0.125,0.125,0.160714285714286
481,0.125,0.321428571428571,0.125,0.125,0.125,0.125
